"","TCT_baseMean","TCT_log2FoldChange","TCT_lfcSE","TCT_stat","TCT_pvalue","TCT_padj","TNF_baseMean","TNF_log2FoldChange","TNF_lfcSE","TNF_stat","TNF_pvalue","TNF_padj","SYMBOL","SameDirection"
"ENSMUSG00000000628",5800.6110104454,0.179353209215627,0.479759322058379,0.159872278543123,0.872981686126796,0.96392132091188,682.840169014998,0.879352274660128,0.281473203056214,3.2334628357679,0.00122299247335018,0.014751945916373,"Hk2",TRUE
"ENSMUSG00000000682",718.155681225785,2.30249445512144,0.497095029279482,4.10934006356777,3.96791409095169e-05,0.0060758718454555,686.910177657125,1.6501402731762,0.382787717902867,4.30405968194502,1.6769645610281e-05,0.000422600318094452,"Cd52",TRUE
"ENSMUSG00000000791",57.0142236175844,3.30984061521447,0.547400315601538,4.8726360463897,1.10118974878864e-06,0.000889200403395864,9.44473902352243,0.658594518117811,0.542708501934163,2.0743120561234,0.0380503388525534,0.200630192057193,"Il12rb1",TRUE
"ENSMUSG00000000794",77.3133037958741,-1.1342466534849,0.447645683836917,-2.21623629705449,0.0266753232332667,0.335762113298457,31.6974633350932,-1.52199557007121,0.406897849234058,-4.05148389688854,5.08938293630965e-05,0.00106989991414353,"Kcnn3",TRUE
"ENSMUSG00000000957",1171.97927987298,0.578622830014614,0.332056960179643,1.62817469631415,0.103487848542578,0.539874969061036,460.556630064155,1.71774385353484,0.274694980203972,6.1904685889962,5.99856209538198e-10,4.71194367911883e-08,"Mmp14",TRUE
"ENSMUSG00000000958",201.616400957982,1.90353850854218,0.491420396158267,2.77988781846504,0.00543776798739947,0.137354332739346,428.035534560794,-1.03457549255232,0.268892706770678,-3.78591273503137,0.00015314541495564,0.00271298197693142,"Slc7a7",FALSE
"ENSMUSG00000000983",823.131847668129,1.35619839646044,0.592449775323295,1.77872498674048,0.0752848606012058,0.495051767797539,6.14076897084579,2.19483324431423,0.547135670742561,3.77963933020957,0.000157055690079659,0.0027652637592316,"Wfdc18",TRUE
"ENSMUSG00000001020",350.298716380042,1.79682291240933,0.493733342758789,3.58965422607814,0.000331116882593328,0.0242606094649276,77.5550935698374,2.16621503234799,0.41096958417859,5.21202098831991,1.86794409521977e-07,7.97864821361379e-06,"S100a4",TRUE
"ENSMUSG00000001053",212.599976532442,0.581729868561572,0.37917698693748,1.4987584932828,0.133936296016753,0.573935737729184,62.0075982820167,0.809443632732791,0.269383554600058,2.97966119881983,0.00288567353487812,0.0290571712481771,"N4bp3",TRUE
"ENSMUSG00000001089",2669.3864672994,-0.71705348999845,0.442349314046749,-1.72932190042873,0.0837514991360012,0.51216602036267,1644.90094457565,-0.813209739738334,0.288603925472564,-2.8017776185216,0.0050821892872009,0.0453394097851893,"Luzp1",TRUE
"ENSMUSG00000001095",1970.7259418661,-0.532885328515747,0.444855668317788,-1.3147984826919,0.188577637535932,0.62259028183385,2232.47742708246,-1.84585657318584,0.20293258171515,-8.96468460129435,3.11170114493203e-19,1.06612177737958e-16,"Slc13a2",TRUE
"ENSMUSG00000001098",2856.23952243658,-0.094971510240802,0.270176001703263,-0.398297473166142,0.69041092284892,0.897052657647555,1690.69023147312,0.561876182630192,0.161192797783303,3.46996301470953,0.000520530036727328,0.00743752899859819,"Kctd10",FALSE
"ENSMUSG00000001128",385.224577486705,2.3483323601501,0.483828657808826,4.46227334639688,8.10946861630077e-06,0.00253727426815042,377.954686273324,3.09274738765223,0.286615873819742,10.7118403160575,8.9563437442993e-27,8.4837649008501e-24,"Cfp",TRUE
"ENSMUSG00000001131",64.5542893458293,1.70658364157852,0.53395422295272,2.62050512071415,0.00877996115129489,0.185336772008141,33.7439483595394,2.68926082443589,0.456868254542816,5.61074467232491,2.01457817311137e-08,1.07776585786088e-06,"Timp1",TRUE
"ENSMUSG00000001151",71.2972793024604,-1.06596620523597,0.577534439554089,-3.47734198372503,0.000506411450256703,0.0315776144065926,88.2561462979598,-0.298259324862007,0.500991036998969,-1.21719703508979,0.223529257999482,0.576493389993042,"Pcnt",TRUE
"ENSMUSG00000001225",15138.8029683894,-1.35560566175216,0.348552788316699,-2.94863328112457,0.00319182475513199,0.0993063973397328,1050.65226913647,-1.36722903704325,0.260078981485323,-5.28231160281185,1.27563988761645e-07,5.6433047006285e-06,"Slc26a3",TRUE
"ENSMUSG00000001323",432.036919928228,-0.519638357794652,0.421997330282161,-1.17537021247672,0.239846635343933,0.660833962769763,357.43994383342,-0.667938429577484,0.193625915165603,-3.41470124499197,0.000638520049030301,0.00887917819476247,"Srr",TRUE
"ENSMUSG00000001333",40.2796295760508,0.256114161228926,0.423913147749257,0.603060419278905,0.546468496158388,0.829161066814137,28.8889619373442,1.20995442791102,0.387486595100182,3.06481670877454,0.00217803433337853,0.0231657112750294,"Sync",TRUE
"ENSMUSG00000001493",65.0790066305416,0.896163344689459,0.406350471806093,2.18459559176949,0.0289185114396564,0.347558529020322,57.3276565925161,1.48954334121599,0.372048008328732,4.05735812206332,4.96309486038969e-05,0.00104745368986704,"Meox1",TRUE
"ENSMUSG00000001604",459.136899350027,-0.820340461916633,0.436135610532884,-1.62747485376084,0.103636285051552,0.539874969061036,337.180768058102,-0.732306052178416,0.20799272415214,-3.50941002938099,0.000449101972069434,0.00667148436921965,"Tcea3",TRUE
"ENSMUSG00000001750",641.454474616165,0.97489616944705,0.360825359617491,2.56089432432436,0.010440310779784,0.206659445699777,303.086960302959,0.745949243367272,0.246533187388801,3.04035946449755,0.00236295939631729,0.0247243243397643,"Tcirg1",TRUE
"ENSMUSG00000001763",255.055676058836,-1.30090901520347,0.528975080664479,-1.44895923853873,0.147348966189279,0.586366259844813,41.4287232262143,2.19305095539292,0.362228668048351,5.90812710843644,3.46018999949309e-09,2.30245618024121e-07,"Tspan33",FALSE
"ENSMUSG00000001794",1682.05065434666,0.281788422790633,0.270598257048811,0.938950449475871,0.347756185395186,0.726760443418371,726.717527641212,0.454940538633199,0.156273045678883,2.88935121884986,0.00386037637538553,0.0364810098432119,"Capns1",TRUE
"ENSMUSG00000002020",49.0525045302794,2.40827522027037,0.484359353941892,3.94565330887989,7.95826929232092e-05,0.00933874702861879,184.533547058239,1.43139771911557,0.451744005356805,2.99041793562181,0.00278595977384275,0.0282686264890925,"Ltbp2",TRUE
"ENSMUSG00000002032",51.7541291457616,-1.18599177034182,0.500859373638356,-2.22821540005688,0.0258661546113796,0.331085277394326,43.2240655905615,-1.05511983477274,0.326060981749886,-3.20454074582889,0.00135278141246147,0.016148138684112,"Tmem25",TRUE
"ENSMUSG00000002105",126.249617712953,-0.356976059430161,0.378623434233395,-0.91038163759523,0.362621278192817,0.735157789267794,70.6057733030665,0.953759339658909,0.306225357257599,3.08167910946369,0.00205836600929172,0.0222008491946581,"Slc39a13",FALSE
"ENSMUSG00000002111",301.272713765553,2.06652339676659,0.511214210874889,3.5070146838122,0.000453164141478817,0.0294750064778104,277.906919257515,2.17359175367922,0.355569026652383,5.97128312093479,2.35394832471521e-09,1.64807086403865e-07,"Spi1",TRUE
"ENSMUSG00000002204",135.291419092522,2.01897112793947,0.486210376284993,3.78471467622302,0.000153885024692682,0.0146073154330894,166.534852269716,1.55400740225816,0.392636290194503,3.97265147463736,7.10770088272227e-05,0.00142712353259946,"Napsa",TRUE
"ENSMUSG00000002250",3309.00484569808,-0.63475574325173,0.342071276919809,-1.78950321807828,0.0735338096833527,0.491203211883014,1177.18342637771,-0.696337683770983,0.244760957290275,-2.85861379725767,0.00425496462445234,0.0394459961701532,"Ppard",TRUE
"ENSMUSG00000002265",83.3350725803493,-1.19958915185427,0.499492489074357,-1.95057948707876,0.0511070893320078,0.437284220767517,46.297261983523,-1.0593435936339,0.343410922381436,-3.32938732933942,0.000870372713930853,0.011321172707939,"Peg3",TRUE
"ENSMUSG00000002289",124.143392831655,0.399639382257136,0.524839104889694,-0.43168340468923,0.665971530506655,0.88706579172643,476.962604692804,-2.42339063606988,0.308536786805097,-7.81034389962439,5.70321548282409e-15,1.06758307559311e-12,"Angptl4",FALSE
"ENSMUSG00000002324",62.40048715912,-0.632202433922616,0.531016776804647,-1.99714115768255,0.0458098510122413,0.417045943576928,37.4618959619774,-1.52963927409135,0.397332793991362,-3.80003488960568,0.0001446757173744,0.0025828304621729,"Rec8",TRUE
"ENSMUSG00000002458",149.952793470508,0.654233341609956,0.46395720792829,1.67935019963573,0.0930838128602961,0.527523583590801,105.650711585862,1.79125573497203,0.35903612189301,4.85041770897351,1.23201740860522e-06,4.3506965637653e-05,"Rgs19",TRUE
"ENSMUSG00000002475",154.868100354084,0.753072232029785,0.548356307276855,-0.389664300111906,0.69678479825828,0.900076609902327,717.211906763029,-0.928275659911301,0.279550821112791,-3.23445851997699,0.00121873622393629,0.0147337157763108,"Abhd3",FALSE
"ENSMUSG00000002565",1948.19001206772,-0.907290011163181,0.531777639689971,-1.82567512469609,0.0678992122981177,0.477537499234944,2753.91156330321,-1.80368309254053,0.284412061183967,-6.45351666564399,1.09283977949774e-10,9.99886305071147e-09,"Scin",TRUE
"ENSMUSG00000002602",1063.10369448186,0.490591921188013,0.436925160390224,1.14938723309897,0.250396342062244,0.667266563775332,572.33167072296,1.36542293609924,0.353954108247241,3.63977069437646,0.000272880937773084,0.00438105856526418,"Axl",TRUE
"ENSMUSG00000002603",361.790374319417,1.33896637844316,0.328270254441269,3.93080757605501,8.46610110474185e-05,0.00963132097434869,277.495709923987,1.44498264387691,0.286317932576516,5.07713511458087,3.8316840075769e-07,1.53486586005002e-05,"Tgfb1",TRUE
"ENSMUSG00000002699",362.57816262642,2.13687066634573,0.532221065990449,3.51041857872402,0.000447401802148515,0.0294750064778104,262.585496545167,1.41338347006182,0.501514362324616,2.79826779707746,0.00513774959294034,0.045658693117886,"Lcp2",TRUE
"ENSMUSG00000002831",200.381415070897,-1.67386695649563,0.412863058619012,-3.68137581260756,0.000231978775212993,0.0189954927857101,187.918708726447,-1.61754586301568,0.408773122406331,-3.98487611676289,6.75153394540583e-05,0.00136754655500466,"Plin4",TRUE
"ENSMUSG00000002985",7854.12981169436,1.83125324957761,0.346547145040412,4.98171407599152,6.30235104119608e-07,0.000575755923718126,5766.45590384743,1.2724924207866,0.187418310329231,6.77319442552075,1.25969480175623e-11,1.42851164737187e-09,"Apoe",TRUE
"ENSMUSG00000003123",282.912193564111,0.139222438807309,0.484244255813752,-0.562140067760412,0.574020590961053,0.846226817472034,543.897020836651,-1.10390629535674,0.297164905977434,-3.68849805014682,0.000225581754581815,0.00374488968456801,"Lipe",FALSE
"ENSMUSG00000003199",1030.28350808301,0.176178756143202,0.375394271615231,0.361323400907566,0.717857702297144,0.9080921260788,845.925523797115,-0.592148769898752,0.198933424986576,-2.868366104006,0.00412597796879357,0.0385129119884989,"Mpnd",FALSE
"ENSMUSG00000003206",28.2224593748408,1.71220572027637,0.516170627221704,2.7724338867796,0.00556388202397104,0.140065090883852,22.1951788602648,1.09228568118685,0.390277667207248,2.77386385649599,0.0055394855056361,0.0485058918419022,"Ebi3",TRUE
"ENSMUSG00000003283",249.67806706247,1.71609221779476,0.44436540411688,3.35533964292744,0.000792675976375211,0.0420426657580321,356.288015379342,1.34849440223418,0.205367668246593,6.47802555637939,9.29306164189152e-11,8.60035469076891e-09,"Hck",TRUE
"ENSMUSG00000003348",598.388199707999,0.773343186469549,0.257459030991143,2.93290804994782,0.00335803328039297,0.101924175107325,378.854166296396,0.649066063422865,0.178888143908275,3.61486727907846,0.000300501527352468,0.00475808858894472,"Mob3a",TRUE
"ENSMUSG00000003363",683.441604530569,0.579382735046956,0.299548413886374,1.96102210775152,0.0498764440177891,0.431702685632035,385.395002094733,1.45960334249497,0.260687922981597,5.51001366238503,3.58805847877786e-08,1.8055783026175e-06,"Pld3",TRUE
"ENSMUSG00000003418",34.3000383683035,0.318557271496111,0.43358091697833,0.216458876665266,0.828630076938522,0.951042845630689,73.7499880287363,1.46673434914278,0.414338464581627,3.47137709767461,0.000517796296366719,0.00741162112034957,"St8sia6",TRUE
"ENSMUSG00000003477",34.7428733546091,-0.132046538005216,0.4300113602689,0.325489268760368,0.744810803143483,0.918183092004908,11.9544477863058,-1.99085749823369,0.542227804972795,-3.38573751998217,0.000709872472594759,0.00963022445340641,"Inmt",TRUE
"ENSMUSG00000003484",161.303176268645,2.37567136008801,0.490458918458239,4.44761538961574,8.68288181410935e-06,0.00253727426815042,153.803936821996,1.67493735300385,0.398370127456593,4.18341683567509,2.87160168265464e-05,0.000661698045959709,"Cyp4f18",TRUE
"ENSMUSG00000003505",1.06900777273776,0.440781459247266,0.477645621644793,0.436215284944679,0.662680539107122,NA,166.220074476222,3.12758629873501,0.451406315599166,6.82865382967055,8.57151266699511e-12,9.85907631975873e-10,"Psg18",TRUE
"ENSMUSG00000003555",0.601083177969909,0.276282161799096,0.439041716156421,-0.09298513921124,0.925915367259972,NA,9.45001469703074,-1.86074102860584,0.510165746269181,-3.59504364945842,0.000324337193201258,0.00507560915657906,"Cyp17a1",FALSE
"ENSMUSG00000003575",201.784619334253,-0.280481895433854,0.465093902847812,-0.749197805887801,0.453737991421051,0.789492903161361,98.6455326832934,-0.934411640159113,0.306488976719362,-3.05397853957709,0.00225828234783553,0.0238459807522594,"Crtc1",TRUE
"ENSMUSG00000003585",148.984291603086,0.955316442067656,0.505779595261573,0.799815338089481,0.423817795060553,0.769699804994811,413.05737414729,-1.19223770532742,0.306450618795581,-3.73089982499117,0.000190797083609357,0.00326157689741134,"Sec14l2",FALSE
"ENSMUSG00000003617",626.734075263396,1.66006355773833,0.4773500044631,2.58462259122274,0.00974856415947224,0.198679582546599,752.800621892473,3.56553147085129,0.292016818412982,11.9056553341189,1.10591051867369e-32,1.97871967580027e-29,"Cp",TRUE
"ENSMUSG00000003657",152.454453074604,-1.21213300298331,0.495685527705476,-1.60164971664682,0.109233090250421,0.548040109424313,36.4447285467681,-1.22671754828774,0.343794234364949,-3.46274351070633,0.00053469783455782,0.00759950505726795,"Calb2",TRUE
"ENSMUSG00000003746",1751.85308820108,-0.381024730375328,0.452399933866798,-1.24878668412521,0.211743105569691,0.640342431474251,1835.30366869496,-0.629842881251408,0.143435226488177,-4.37005048377583,1.24217815188629e-05,0.0003241944048594,"Man1a",TRUE
"ENSMUSG00000003812",257.185198708404,0.489245560833333,0.47324254557429,1.16323122944234,0.244735699111216,0.664352663725766,126.025820917982,1.10345573984026,0.337893632541182,3.14221333337777,0.00167675816467155,0.0189213992471661,"Dnase2a",TRUE
"ENSMUSG00000004071",468.96913708701,-0.251364715738522,0.369724822150522,-0.611563074199522,0.54082687521492,0.825819762779876,392.909004194347,-0.647497151311737,0.192779955421444,-3.37797816708097,0.000730208779652543,0.00984792113547873,"Cdip1",TRUE
"ENSMUSG00000004105",342.543832076256,-0.754585248073902,0.366447319444269,-1.69383161762183,0.0902972841595241,0.526094501349034,140.720439450385,-0.93675341183786,0.326074032387032,-2.79820896644565,0.00513868553874629,0.045658693117886,"Angptl2",TRUE
"ENSMUSG00000004207",17252.0862992977,0.776734853199419,0.24868357998063,3.0587241979156,0.00222281685910832,0.0806000964751611,9523.27270405343,0.675747416877494,0.19803903300983,3.37303958074266,0.000743432649708492,0.00995994620218938,"Psap",TRUE
"ENSMUSG00000004296",11.2351531488113,1.34895211267274,0.577879662153316,1.50889274829228,0.131326193321948,0.570126959160364,4.60751820100233,1.82097498684226,0.558239121912224,3.12240519276749,0.00179379869718461,0.0200315814291011,"Il12b",TRUE
"ENSMUSG00000004317",633.801385836496,-0.126885337460534,0.468068452344685,-0.443743718231768,0.657227883706946,0.883704668773138,557.31689892247,-0.771963783175872,0.254382184452824,-2.99195959602367,0.00277192946908719,0.0281439976297043,"Clcn5",TRUE
"ENSMUSG00000004366",157.067250444722,-0.250109459971255,0.52824029306128,-0.575462170885816,0.564978767781535,0.841332590818776,203.234992143567,-0.912839903409316,0.305725939766815,-2.98008245876621,0.00288170800002109,0.0290388885634166,"Sst",TRUE
"ENSMUSG00000004591",2145.38107499648,-0.156190632380467,0.397555561600417,-0.600689598169119,0.548046748449434,0.829860425018131,1531.06590886298,-0.683364353100758,0.197681615165761,-3.50393812572534,0.000458431860438764,0.00677754617385676,"Pkn2",TRUE
"ENSMUSG00000004655",2191.85095832093,0.099878827835667,0.521122048311216,-0.757668978109047,0.448649174800457,0.785781954642287,2555.46945668362,-1.39088570536883,0.242169362072992,-5.69962525400443,1.20071077619584e-08,7.00545131488465e-07,"Aqp1",FALSE
"ENSMUSG00000004707",77.7850239811472,1.97630349050008,0.494766458428593,3.3227331652669,0.000891401388072017,0.044376761080497,79.7941786415934,0.797615296283337,0.388950750019181,1.96231274655004,0.0497260841010275,0.240101688839234,"Ly9",TRUE
"ENSMUSG00000004730",316.551522925283,1.40430308153852,0.429993283675456,2.79273431282298,0.00522646000147878,0.133601944085829,160.058647522691,1.34525282364296,0.255871362271479,5.10748770453981,3.26470333464479e-07,1.32756358075215e-05,"Adgre1",TRUE
"ENSMUSG00000004789",3422.04302554395,-0.0108419409174491,0.361388502170703,-0.208098511559058,0.83515204932478,0.95257613376009,2784.87920200723,-0.581440691446639,0.140661564605078,-4.09386224151752,4.24246431372617e-05,0.000924558073193676,"Dlst",TRUE
"ENSMUSG00000004815",562.570468046325,-0.0103009181965861,0.422651708572591,-0.391495120752969,0.695431294538992,0.899788920572738,662.024168219878,-0.672328209142865,0.180957654611831,-3.57055877764924,0.000356220505605433,0.00549973039478839,"Dgkq",TRUE
"ENSMUSG00000004837",115.910363460173,1.880205249827,0.449564726560267,3.31479224448558,0.000917112583786663,0.0451080159609658,114.617889870533,-0.455125944906905,0.450408721515658,-0.678551864242097,0.4974218512251,0.809699764607992,"Grap",FALSE
"ENSMUSG00000004952",661.629060363371,0.562733969624356,0.34868989656486,1.55310570439698,0.120397883539259,0.560988740763768,356.311113868336,0.891877326442931,0.217768405797611,4.02422064607666,5.71643038470803e-05,0.00118318352808423,"Rasa4",TRUE
"ENSMUSG00000005054",1460.52216262539,0.935212512126296,0.425605433811819,2.324578121079,0.0200945298249187,0.29424578520664,833.693752290403,0.950865292440395,0.265282180736665,3.64519568989999,0.000267188411458749,0.00429394709552918,"Cstb",TRUE
"ENSMUSG00000005087",983.489227336569,0.726476145808919,0.392263901161155,1.4947026671128,0.134992057921024,0.574303922123044,862.864816257119,2.09462033548342,0.265085530966938,7.79923159636001,6.22852639019243e-15,1.13974955069624e-12,"Cd44",TRUE
"ENSMUSG00000005089",17.1523178830323,1.29441989701568,0.552196641185461,1.12972443461764,0.258592357848192,0.67322926149342,35.0417256003855,1.84781129280918,0.503696697323754,3.74411845823336,0.000181028236107752,0.00310778004908649,"Slc1a2",TRUE
"ENSMUSG00000005107",242.537365689528,0.645500676859261,0.499620133622651,0.328783596900577,0.742319262216975,0.91722632842057,325.997965145173,-1.28072582487114,0.248904602298249,-5.04850332278508,4.45284728534631e-07,1.77485643158247e-05,"Slc2a9",FALSE
"ENSMUSG00000005225",1225.56151166187,-0.245553259289851,0.183134030443885,-1.29130615338773,0.196597537749298,0.62832792302762,505.467151375419,-0.61596191715363,0.217671212021037,-2.77465804474647,0.00552597770374062,0.0484666769952806,"Plekha8",TRUE
"ENSMUSG00000005268",682.499537635116,0.84081092960711,0.591042336961466,-1.61366303333121,0.106600536391909,0.547249907571479,1457.97699385326,-1.40590046011032,0.292425546999472,-4.86172034143439,1.16369950452175e-06,4.15500069208729e-05,"Prlr",FALSE
"ENSMUSG00000005299",2590.85902452147,-0.0611192106346292,0.242414956889461,-0.271830417043101,0.785752416122156,0.934754327785309,1499.26373010214,-0.517390171731381,0.161606211223627,-3.16695481650737,0.00154044250917064,0.0178458602339387,"Letm1",TRUE
"ENSMUSG00000005413",280.182045502029,2.08506894030384,0.501308478847748,3.57593021066844,0.000348984750699502,0.024955529181086,117.07667704833,2.51434729966805,0.335218620701954,7.31719824052831,2.53201670898483e-13,3.67324910493537e-11,"Hmox1",TRUE
"ENSMUSG00000005615",1720.89732544112,0.128236416444667,0.427300514771669,-0.266594858026722,0.789781115097483,0.936096247993924,1675.8539437154,-0.637653098869109,0.218558770276219,-2.89429334385977,0.00380012961698786,0.0360173556341115,"Pcyt1a",FALSE
"ENSMUSG00000005640",23.8253870735382,-1.06011214400806,0.510304396451651,-1.36550028532939,0.17209586347589,0.606358588223887,17.7964474408892,-1.46841765303005,0.464695958244746,-4.26602236443155,1.98988841684469e-05,0.000488463005738568,"Insrr",TRUE
"ENSMUSG00000005683",12456.1191816232,-0.497230778927074,0.308444480776801,-1.58714216592625,0.112480449784499,0.553391035225179,7063.18554367343,-0.637581665400116,0.189269285441918,-3.34400672703584,0.000825777350571031,0.0108652637323224,"Cs",TRUE
"ENSMUSG00000005800",62.1460968713281,3.95339897444006,0.580163253655777,4.54672346508221,5.44875134672549e-06,0.00213339122227407,4.69644473204566,2.02693421418416,0.567335441735552,3.60108901677416,0.000316887046717888,0.0049735205782633,"Mmp8",TRUE
"ENSMUSG00000005824",29.9433221407729,2.59034530659737,0.522923410042491,3.98578662056113,6.72569341102241e-05,0.00842294192474513,10.4752601551255,0.785397117012024,0.468103284783989,1.57727606318262,0.114732017689877,0.394013580904264,"Tnfsf14",TRUE
"ENSMUSG00000005893",973.539605344129,-0.581982957142242,0.385628777430925,-1.63253443743474,0.102566949961256,0.539874969061036,743.773081250378,-0.602118911113721,0.190457739014846,-3.23470498790042,0.00121768476257752,0.0147337157763108,"Nr2c2",TRUE
"ENSMUSG00000005951",258.446863794154,-0.395508987473591,0.436181704939419,-0.970309736208444,0.331892125663698,0.717046730757624,219.393116443834,-0.697242638433506,0.246048505924454,-2.8078817575102,0.00498685334743438,0.044687423179597,"Shpk",TRUE
"ENSMUSG00000006179",70.811203637109,1.53963250136268,0.552040631933872,1.90260324400147,0.0570923355466405,0.45769073515416,10.3895715811258,1.49301803076612,0.466933597237928,3.3301092430712,0.000868119173085356,0.0113101319127779,"Prss16",TRUE
"ENSMUSG00000006345",1355.29712893817,2.13360251584611,0.589595752588826,1.11174474109881,0.266247917004517,0.677160597767517,4257.77234368611,-1.68784702084666,0.286853044767342,-5.7443103543952,9.2296371026017e-09,5.52508722168012e-07,"Ggt1",FALSE
"ENSMUSG00000006369",1078.39904925604,0.244337160098486,0.362556668038627,0.4786080145502,0.63221751566585,0.871713576329775,547.236691621754,-1.56825978629726,0.370593267830719,-4.51738111564982,6.26091584061192e-06,0.000182313793456372,"Fbln1",FALSE
"ENSMUSG00000006373",2216.24067424502,-0.0570104143181685,0.424908710201471,-0.376455205513037,0.706578511110705,0.904635967823568,3320.43527005623,-0.79010695259037,0.2344932068156,-3.27416004485772,0.0010597656999257,0.0132289977255067,"Pgrmc1",TRUE
"ENSMUSG00000006390",1656.32751897503,0.288786469295182,0.318103915270389,0.768249755043848,0.442338819020293,0.780914068937789,1681.01910388225,-0.572907566876843,0.162873308581994,-3.42696086563354,0.00061037702868553,0.00855430921925422,"Elovl1",FALSE
"ENSMUSG00000006469",1.564166686974,0.473561964214557,0.452699375833936,0.67693228747416,0.498448917322251,NA,9.80202323315137,-1.93461424023707,0.504384526259979,-3.51687515220198,0.00043665911517519,0.00651066827006119,"Slc34a3",FALSE
"ENSMUSG00000006517",983.28219086334,0.701369418614508,0.426325147165081,1.79422132225571,0.0727778501549914,0.489938903576687,642.841530596521,0.895746384248467,0.234970856068478,3.91426048513334,9.06817002991856e-05,0.00174030873118365,"Mvd",TRUE
"ENSMUSG00000006519",2863.70274118025,1.55045017291732,0.461623219107803,3.38094984993852,0.000722357255446303,0.039999507867246,2181.8703899917,1.21560060780301,0.342048519411681,3.70959704844175,0.000207589374476975,0.00348572648300597,"Cyba",TRUE
"ENSMUSG00000006542",3.20138284343433,0.0784157028171991,0.585699018504707,0.373549683011901,0.708739375161653,NA,3.38026433766343,-1.8926941277894,0.56348562022406,-3.34718570878366,0.000816365005508322,0.010775348921066,"Prkag3",FALSE
"ENSMUSG00000006641",194.054268372615,-0.790220497360393,0.561044983447993,-1.18843644343781,0.234661505699616,0.657608202226659,124.939855981598,-0.664107311939672,0.526791686379161,-3.29731581033648,0.000976136754211065,0.0124455503983062,"Slc5a6",TRUE
"ENSMUSG00000006711",40.2719151562133,0.521094756668542,0.561305340913775,-0.731783461069524,0.464300745343231,0.793781293611065,49.2613911897928,-1.28968840597629,0.416061074568667,-2.80032339450987,0.00510514335099842,0.0454308918901672,"D130043K22Rik",FALSE
"ENSMUSG00000006731",1238.22431489911,0.927881569133671,0.498734820312824,0.81274924890704,0.416361838525841,0.765921105241283,2114.75862212358,-0.615666954405742,0.190902645038682,-3.19900413174694,0.00137903192476283,0.0164249638198638,"B4galnt1",FALSE
"ENSMUSG00000007038",2649.34741227305,0.00469401701441867,0.451602486753887,0.208305444463432,0.834990480821591,0.95257613376009,2614.43132852046,-0.9969226363049,0.27307838223586,-3.49877618011932,0.000467398751604516,0.00687981910154253,"Neu1",FALSE
