"","NI_V_1","NI_V_2","NI_V_3","NI_V_4","NI_V_5","NI_MKI_1","NI_MKI_2","NI_MKI_3","NI_MKI_4","NI_MKI_5"
"ENSMUSG00000000326",10.1378157959556,10.4618870070622,10.2370846506764,10.7803204388391,10.4844462122496,10.3206688420031,10.7997169152375,10.5749781905001,10.3907410942125,10.3665040892469
"ENSMUSG00000000339",8.66946489340264,8.7639400786637,8.41324621717495,8.8529051250995,8.90360469018753,8.47260413340535,8.87661018386555,8.88779395978244,8.56488871827548,8.51927015088915
"ENSMUSG00000000340",8.03773487160381,8.34577234206361,7.83116585910236,8.1539748544059,7.88435556929091,7.99932418510619,7.53218669159699,7.96060691864192,7.87486776017396,8.09889913448143
"ENSMUSG00000000346",11.8269871858274,12.0544082273013,11.7378177457581,12.0944424091882,11.8992760560796,11.8195997919192,11.947082117403,12.118184970926,11.8246284698242,11.9715121586327
"ENSMUSG00000000355",7.73614300302045,7.62633596548239,8.15210310036868,8.49403624742989,7.88094887942056,7.71887920469292,8.04060853043184,8.08449467317672,8.21099614786965,7.66904194948888
"ENSMUSG00000000359",5.36821338245386,5.73863608533547,5.21810420032846,5.30003950498589,5.93297268292138,5.41950217880163,5.01091548083161,5.0968756749942,5.57874848737999,5.00636126108787
"ENSMUSG00000000374",10.4710730693778,10.5415189553538,10.4793875448118,10.0852056343048,10.7216453656419,10.7319783630245,10.3682713654619,10.8081906112683,10.1920665900659,10.8511731868077
"ENSMUSG00000000378",8.48025133092685,7.92624945216471,7.69085604983583,8.28731711125505,7.69577274355384,8.12115457096598,8.51258936704868,7.88019870479284,8.49720211754727,7.69028275020709
"ENSMUSG00000000384",9.22115800686025,8.91920902190651,9.16782999758124,9.42380656426449,9.33993319602203,9.13689945125526,9.22868337683736,9.07557670893958,9.06564394019511,9.14148049494718
"ENSMUSG00000000385",10.1362122232651,9.81006106190939,10.5490305957775,10.8124791194461,10.6085977241277,10.5462773560627,10.7716959680992,10.4533959386544,10.6861820760571,10.2624437035417
"ENSMUSG00000000386",5.76840884517971,5.04396758633652,6.09755134847578,6.41412125660347,5.67231719641242,5.55927394387939,5.90908852095684,5.92811484554032,5.7848106046232,5.55697434271809
"ENSMUSG00000000392",5.5885806061859,5.1233997384937,5.88961823802645,5.81264058985191,5.39316362118698,5.44185344484837,5.4483307505784,5.54767639186256,5.83146204485845,5.26542490760312
"ENSMUSG00000000394",8.90110012983907,8.86695124920083,8.88383186153629,9.38350256491742,9.13604527144351,9.41585885501162,9.1787022322272,8.99475940605549,9.31879066428502,8.70704027516672
"ENSMUSG00000000399",9.52371216502521,9.83576664962194,9.86512660970684,10.6965430950781,10.2487491547916,9.62806942277545,10.4773966670297,9.89825766583748,10.3470800992738,9.65523277977542
"ENSMUSG00000000402",4.93759553862459,4.93863748488443,5.01209731845364,4.92324044019917,4.47218241783699,4.88048054486223,5.10850570454908,4.78004507553822,4.76594749605092,4.47218241783699
"ENSMUSG00000000409",7.6946312138157,6.07836430141502,7.84006400824962,9.14408051815942,7.22114388696654,7.52921884250718,7.85578434950051,6.57919030234115,9.3096349765468,7.11145488693237
"ENSMUSG00000000416",7.14497543522379,5.66613050831439,5.22852248146985,5.22414574292883,6.04617172284293,5.72985809626237,5.67925069570454,5.38028422655262,5.30590683753828,5.46489621902072
"ENSMUSG00000000420",11.2661533994189,11.1011902069292,11.6406625085651,11.4562912407547,11.6293632303706,11.6903346814751,11.6437759163123,11.5770896739244,11.1816527826393,11.7850731865269
"ENSMUSG00000000439",8.02034496298635,7.89255813889307,7.82077230959387,7.93045003534836,8.06022934386191,8.04872641167755,7.9471988489061,8.19207560627387,8.04055725467933,8.03266892402492
"ENSMUSG00000000440",6.80919150873402,7.33017861434153,7.00756760307947,6.29223489306972,6.43499180860178,6.3574303848459,6.80052017054393,7.13274146709925,6.81689554541482,6.88750985298826
"ENSMUSG00000000441",9.76160820851016,9.84019556508219,10.0220488176021,10.3089550928335,10.5620918966356,9.87980894053657,10.1764568785563,10.1265972069561,10.0487475784919,10.2488601223886
"ENSMUSG00000000486",7.96807982989605,7.08308603465988,7.3515191994801,8.09107124691386,5.81657118542201,7.25980148964125,8.08888713333009,7.47672218986905,8.15977911773991,7.04157122523303
"ENSMUSG00000000489",6.88647028110618,7.18487585973372,6.58418377824575,6.56161953634126,6.35080462422991,6.55926813618933,6.33209626418331,6.38700464031067,6.54138662276379,6.70579252483782
"ENSMUSG00000000530",8.07454744376132,7.7990368348501,8.11974042304418,8.07940808357338,6.93070428934188,8.64979538019634,7.71206657151623,7.64453907372638,7.40342976517895,7.38922646494702
"ENSMUSG00000000531",6.11508810712732,6.62891577212006,6.00251942452904,5.47951328012739,5.66091836841152,5.8640502446906,5.72640565477846,5.92853121817731,5.98684940201321,6.00419229799451
"ENSMUSG00000000532",9.80297784838464,10.0785843329143,10.1854321466784,9.05589676484796,9.92264136071481,10.0918452226473,9.4219175237811,10.2465349059869,9.50922766886594,10.402539329758
"ENSMUSG00000000538",10.1690224639621,10.9627894719326,10.3313373949673,9.50286590631019,10.4712826978467,10.480885415985,10.1096604765191,10.8554031413091,9.77538550745344,10.7252707195874
"ENSMUSG00000000544",12.513016801351,12.8334908084688,12.9272084445319,12.8384071013233,12.989759152375,12.816099306646,12.8567166155431,13.1174969836031,12.593226509997,13.0805852585165
"ENSMUSG00000000552",6.34721738928006,6.74898089748826,6.25851139160515,4.47218241783699,6.10897059133653,6.2144572125212,6.1919212420478,5.84644592182953,5.94122693034587,6.1841755599784
"ENSMUSG00000000555",7.66290825993343,8.44621092830669,7.32163184811957,6.6780743069192,6.81399615275616,7.32137146065016,6.79609488632287,7.10778139681213,6.85954871638625,7.19986379266613
"ENSMUSG00000000561",8.72888822207378,8.28301531257594,8.9116252586992,8.94604999877693,8.74789791759076,8.78356470713366,8.72455771687292,8.57476604095556,8.92334328566327,8.56047767522508
"ENSMUSG00000000562",5.27286530910741,5.13711873938244,4.98763222339144,5.02574675996239,4.94293785022542,4.82115872756207,4.84895200726451,5.22857151028665,5.36538520580845,4.89039524094044
"ENSMUSG00000000563",12.0191810094512,12.1886283655391,12.23272330159,13.1379199455266,12.4320198210098,12.0063204203432,12.6520042875128,12.2980284544075,12.5935652667379,12.0008075070067
"ENSMUSG00000000567",8.0336795955393,7.98175790839047,7.88928009924329,7.57676941880361,7.82436062436512,7.69834549748868,7.43163362843319,7.98742254946893,7.68371743872485,8.27169848036681
"ENSMUSG00000000568",10.5848491326009,10.5166442065591,10.2023326903858,9.1886833269737,10.1212646745032,10.328349224578,9.35635949936237,10.2839134866637,10.1069533057936,10.182298348079
"ENSMUSG00000000579",4.82788970738351,4.47218241783699,5.71435135207841,5.35370413717899,5.34153980223561,4.8535339065121,4.90376880685154,5.34558809396404,5.57986866916681,4.47218241783699
"ENSMUSG00000000581",8.8543027201103,9.05348471334328,9.1233467334245,9.99767570146782,8.96355753356167,8.92910988976735,9.1957840938243,8.77950654659411,9.41833456609459,8.98095484750883
"ENSMUSG00000000594",9.29505363549691,9.16893427522628,8.9043866753881,9.1719921417492,8.53807711190796,9.04090522157174,9.04131604361762,8.28960637590739,9.40891600619424,8.42160926053567
"ENSMUSG00000000600",7.91534397270438,7.74605240872573,8.32306563238222,8.19959132593708,8.16474680050039,8.2273928797511,8.21518591113214,8.13669207074683,8.03443346951407,8.12723553360545
"ENSMUSG00000000605",9.65419997103463,9.91361535375245,9.56456693221407,9.70621771492155,9.74706759442657,9.78546064924407,9.6649269692021,9.94062261485869,9.55531319706571,9.72815871623518
"ENSMUSG00000000617",4.8287623978324,4.47218241783699,4.83492583882814,4.77386112985913,4.47218241783699,4.47218241783699,4.99803670543883,5.09264333548428,5.01296776216196,4.88871268758633
"ENSMUSG00000000627",5.39978041531331,5.30881319682235,5.08970187156175,5.04786322707073,4.97470243314458,4.97145384722389,5.16915847685953,5.14275895286886,6.6266765369639,4.99393636459217
"ENSMUSG00000000628",9.52971535187656,9.31328205146876,9.54423613547168,8.75257498532429,8.07427291718544,8.68172461238919,8.53722992537627,8.77728661210375,8.5678660096945,8.98970771758657
"ENSMUSG00000000631",11.059785138561,12.0132555986696,11.6113273467187,9.95916933252341,11.3794135891607,11.2192992586418,10.1630848890429,11.4087670728442,10.2657545647943,11.709150051366
"ENSMUSG00000000632",5.06206955469332,5.17266109481138,4.91104090073592,4.47218241783699,5.06676507560311,5.30856157951086,5.41556632648966,4.90630528395384,4.80434595612862,4.98983129538181
"ENSMUSG00000000673",5.71644753695224,4.47218241783699,4.47218241783699,5.89179407984329,4.47218241783699,4.47218241783699,5.95272011546794,4.47218241783699,5.87496572225214,4.88669181113262
"ENSMUSG00000000682",9.10551292773525,7.21594975460821,8.32415581201657,9.21029951120899,7.76506415459647,8.07107790269358,9.10706268052058,7.46857882641551,9.69631471782533,7.73054864069567
"ENSMUSG00000000686",5.80175676811527,6.18766739493468,5.91100161630793,6.0522141396472,5.99726646611186,5.50176749781167,5.88895149044303,5.59604613710034,5.66874460376376,5.85701145915476
"ENSMUSG00000000690",6.94201489147863,7.87429173814429,7.1634166184411,7.52947187277195,7.17969780242209,7.50043907603974,7.25506302165615,7.4834362002396,7.4393285745125,7.5166945632937
"ENSMUSG00000000693",5.67357772896672,6.8758619393525,6.20028925359459,5.70951537187187,5.15597415626039,6.28663611658427,5.33431281330801,5.21667609991294,5.66106391524173,6.03743885971719
"ENSMUSG00000000706",4.85173112771743,5.0396790280842,4.91311853033021,4.92265704422638,4.80036072279379,4.47218241783699,4.7937106212336,5.00144032360335,4.47218241783699,4.88572931721367
"ENSMUSG00000000708",9.15487218104006,9.31925667940335,9.08331815978654,8.5225230604187,9.35047714669494,9.34124442639724,8.8908697503483,8.82355312978613,8.84036225700068,9.06796296396515
"ENSMUSG00000000711",10.2762930408716,10.5436182357757,10.38281713193,10.7243972504856,10.4800026129273,10.3685132946518,10.7078580722207,10.5359712831863,10.4042995168878,10.5736281458175
"ENSMUSG00000000730",4.940153702248,4.94650225928446,5.03731368231445,4.93343898990424,5.04065008716414,4.9687725208793,4.93085351345608,4.91205957156512,4.77187090709185,4.47218241783699
"ENSMUSG00000000732",7.7570198141531,7.41058793772232,7.38179433714799,7.84676871526673,7.52731360632906,7.77981189041984,7.86429461721382,7.64923562694616,7.94528327033396,7.25140860617038
"ENSMUSG00000000738",9.60421784984352,10.0567606119655,9.79170005016816,9.37524172322497,9.65150236405875,9.59353382107796,9.40982013061513,9.99025033566661,9.37057639693029,9.89483562548683
"ENSMUSG00000000739",4.91900010414389,5.65273096830239,5.24626556063476,5.40035581765047,5.28485612440288,5.05461290456924,5.17665888861309,5.19298880426671,5.20933517110721,5.46396043850527
"ENSMUSG00000000740",10.7183362695666,11.025599363749,10.4841595633409,11.5864638213143,10.8849345053116,10.5373711656289,11.2832314148955,10.9311278111153,11.4658056243709,10.6963486622707
"ENSMUSG00000000743",11.0374571452076,11.2745360562592,11.161323084753,11.9972964126697,11.4237131707094,10.9766866142254,11.629556985186,11.5224349470153,11.5871744123243,11.1901883824434
"ENSMUSG00000000751",9.34606302172904,8.97142542154175,9.12076122285231,9.104058442272,9.03853117656165,8.99396059618611,9.41978090986335,8.81723849234066,9.49464655330616,8.88554263970138
"ENSMUSG00000000753",5.87422522247598,6.09809163035486,5.58029560435184,5.89108538568881,4.94615243746497,6.03002116312949,5.28777903646584,5.40379185313343,5.59067645947293,5.91127592844985
"ENSMUSG00000000759",7.84349097093316,7.78890424158543,8.22499451378962,8.51785892220529,8.30936188079437,7.69254742278173,7.90590077265791,8.42262806756552,8.89442952929635,8.06911327362224
"ENSMUSG00000000766",4.47218241783699,4.47218241783699,4.47218241783699,4.47218241783699,4.47218241783699,4.87615229543939,4.47218241783699,4.77837143943057,4.47218241783699,4.47218241783699
"ENSMUSG00000000776",7.17105640350229,6.89683018204878,7.20147885775194,6.97443836000385,7.23365582745318,7.04088826259812,6.95451247310632,6.91187971842562,7.11709705280508,7.17358525432121
"ENSMUSG00000000782",8.22791346272091,7.006434018868,7.27089697009079,7.11074016978166,7.34761560595115,7.6166731007734,7.81266532840166,6.74799787960348,8.157783122802,7.25591772832868
"ENSMUSG00000000787",12.248770360846,12.2604025824061,12.1309692989731,11.2626291709351,11.9003109318471,12.1344078598919,11.6412950691217,12.1051620717298,11.3855283152714,12.4419772038627
"ENSMUSG00000000791",5.83106827056494,4.47218241783699,4.47218241783699,4.47218241783699,4.47218241783699,4.47218241783699,5.51712309269192,4.47218241783699,6.03041011009226,5.7769433498377
"ENSMUSG00000000792",4.84734597309903,5.35445937870766,5.22715711049232,4.47218241783699,5.11842497201085,4.95639975620149,4.79230066382866,4.90778309559169,4.98743852094556,4.8871640922862
"ENSMUSG00000000794",6.75993386125639,6.98405558714179,6.45393746607157,5.66420392588773,5.79745711677173,6.95798228965279,5.5928045945166,5.73984764313689,5.88475888765454,6.46843921886574
"ENSMUSG00000000804",9.1465701671282,9.44267992922886,9.00644758926515,8.53161701392169,9.90141731854415,9.54144836856704,9.49402448125398,9.75096615642615,9.62257393558855,10.0037060759707
"ENSMUSG00000000805",10.08895232891,10.6515242488125,10.5999076729306,12.1037889511781,10.8027574828664,10.4283765654272,11.2761133885596,10.9461485592463,10.7400983343378,10.5606171356734
"ENSMUSG00000000811",6.88939673884844,6.54231014203249,6.72162057254532,6.40140651320174,6.87966362376877,6.64844839786764,6.72478109682693,7.08828594680694,6.70969957848761,6.72738405398469
"ENSMUSG00000000817",5.87669968052565,4.98059659583428,6.10791681832084,5.67284152829941,5.29951150223965,5.1732942814633,5.27751582320836,5.74641705555414,5.87692843263955,4.9243729783852
"ENSMUSG00000000823",7.9527816956467,7.19745898947401,7.97131107634357,6.38143183229703,6.71593315729118,6.96457242734866,7.05095594339336,7.45627378189942,7.42368524337271,6.8091312992475
"ENSMUSG00000000826",10.1827405480935,10.4417606458813,10.5461515046134,10.030154007323,10.4680207010126,10.5958230179804,10.1465197814879,10.7176660958146,10.0347416522714,10.7907723638946
"ENSMUSG00000000827",9.00989261594654,8.90826468444787,9.12912194037234,10.1389013255517,9.33613327250864,9.09158144839584,9.55940866227963,8.97605926044815,9.71097184653825,8.87190963893471
"ENSMUSG00000000838",9.57692039049438,9.33239931188974,9.56789872723875,9.33729719459049,9.50872590126385,9.56299552306209,9.1863653672087,9.50309661497891,9.23546474534722,9.48124729177549
"ENSMUSG00000000861",7.68440943802308,6.84595671796572,7.06216131029875,6.68349408995268,7.13861476437909,7.06700038170212,7.15576753660252,6.99075481275215,7.69789828178148,7.18152319438907
"ENSMUSG00000000869",4.75186874294995,4.47218241783699,4.47218241783699,4.77202143206203,4.47218241783699,4.97582619211796,4.47218241783699,4.47218241783699,4.47218241783699,4.76815560818448
"ENSMUSG00000000876",8.35376441102083,8.44587520383554,7.89076903736605,8.16068454649712,8.17625835836771,7.71781108735918,8.44368452494866,8.32168844356989,8.26579530742373,8.26449715384184
"ENSMUSG00000000881",10.0721969362771,10.0027582706042,10.1713780523182,10.9436344731422,10.848767624446,10.0980453790236,10.5384452333692,10.5443506624266,10.1123406159232,10.2073778508219
"ENSMUSG00000000884",6.11816248558387,4.83613229666122,4.8613288530729,4.67349608789567,6.24227586449232,5.59788053460881,6.2174941512855,6.74611986662102,6.39634016234805,5.88108482971003
"ENSMUSG00000000889",5.60927289503012,6.07457808719773,5.72160179775968,5.02595918377726,5.259316143999,5.4379461048446,5.10814630553649,5.15414169576479,5.06332551742484,5.47182351376517
"ENSMUSG00000000901",5.98064274805313,5.61727434947031,6.20096386217579,5.72534333809292,5.80654664504137,5.32626324299891,5.84589309545343,5.14109478276263,5.6598765938115,5.16305935463255
"ENSMUSG00000000902",9.09004123565846,9.03318732457863,9.05328837487745,9.30854774214926,8.97395084367322,8.843068980658,9.20945458443345,9.11566469141144,9.12516722189365,9.12341332985366
"ENSMUSG00000000903",6.66484958456349,5.05500311761503,5.81906601753228,6.53189907645315,5.7322914473397,5.63681115204406,6.37238288949684,5.32481810195454,6.96610571596508,5.58703942989372
"ENSMUSG00000000915",9.58821461019462,9.23612424518527,9.33334733132154,9.29061245296874,10.0540135183734,9.65897759706719,10.0270618257502,9.36759348289799,10.1793466310457,9.89424633232773
"ENSMUSG00000000916",6.63590930930343,6.26169999427774,6.41072313896171,7.135002729288,6.60871971531988,6.85376354900701,6.76044794356089,6.88613802979424,6.77847295720719,6.71601717882469
"ENSMUSG00000000934",6.51941751264968,6.64425094282471,5.94299026056837,5.7938326191067,6.29783547509736,6.36932738499405,6.26854306812981,6.58924539280508,6.34513745135234,6.50261970284178
"ENSMUSG00000000938",4.71111496616326,4.92228906262091,4.47218241783699,4.86222963262493,4.8659632268805,4.7263153911508,4.47218241783699,4.47218241783699,4.47218241783699,4.73458726447382
"ENSMUSG00000000942",5.45249064526754,5.75352749177952,5.16635310585882,4.93070891382906,5.03087905786926,5.32942908540145,5.31243165349143,5.15826711327535,4.88887475597385,4.98141669440084
"ENSMUSG00000000948",5.17011331098746,5.04496427009235,5.18385277818115,7.96477514541267,5.56496631169568,5.09794287091729,5.43670243203366,6.97228523949331,5.47567225781712,5.28610227475259
"ENSMUSG00000000957",8.3867456041046,8.59088236205765,7.77750199032379,7.40972075168103,7.66306627925344,8.1168142988884,7.3593734963738,7.45081787736248,7.70048143035877,8.10504672702487
"ENSMUSG00000000958",8.62372396839127,8.95852043784749,9.47203502230749,10.1966627039309,9.25759605918431,8.76680958938613,9.47294155809997,9.45829356865915,8.71570141489798,9.6874751665097
"ENSMUSG00000000959",8.82335191552908,8.7231216407504,8.65886604979195,8.24922187850288,8.75810014038079,8.93591385498902,8.48432746357831,8.76019988109281,8.64084589152131,8.96536029713588
"ENSMUSG00000000976",7.86560393788181,8.46897759465762,7.98653000867736,7.46766913110714,8.55124927067597,8.25059763870602,8.06233792555314,8.16967204189492,8.08632197411673,8.36399883288393
"ENSMUSG00000000982",5.2665072638549,4.94455374027443,5.28910944285413,5.10675486079403,5.03079144311504,5.27553207104649,5.02079559267433,4.90501082902733,5.25309537504858,4.98037898155834
