"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","NI_V_1","NI_V_2","NI_V_3","NI_V_4","NI_V_5","I_V_1","I_V_2","I_V_3","I_V_4","I_V_5"
"ENSMUSG00000001095",2232.47742708246,-1.84585657318584,0.20293258171515,-8.96468460129435,3.11170114493203e-19,1.06612177737958e-16,0.395101137586387,0.920752090803394,1.29272102259171,0.853402349715515,1.11902056265299,-1.20375126580975,-0.755386497212586,-0.996907061533199,-0.739005648617937,-0.885946690176523
"ENSMUSG00000001098",1690.69023147312,0.561876182630192,0.161192797783303,3.46996301470953,0.000520530036727328,0.00743752899859819,-0.600505415906966,-0.175017279475547,-1.08087544897713,-1.43623774379791,-0.870272595040066,1.18777317638805,1.46126798406538,0.881227377008279,0.0954923992933885,0.537147546442536
"ENSMUSG00000001128",377.954686273324,3.09274738765223,0.286615873819742,10.7118403160575,8.9563437442993e-27,8.4837649008501e-24,-0.68739904595411,-1.25851088630738,-0.911389255822052,-0.550756477551293,-1.08832880311768,0.966368518165713,1.25995921503599,0.956623731540257,1.06054989312409,0.252883110886459
"ENSMUSG00000001131",33.7439483595394,2.68926082443589,0.456868254542816,5.61074467232491,2.01457817311137e-08,1.07776585786088e-06,-0.963769765746045,-0.639796247613269,-0.853741207827645,-0.3447736392874,-1.66530690716133,0.924637999979995,1.06897381624652,0.870636503856803,0.793753841895038,0.809385605657337
"ENSMUSG00000001225",1050.65226913647,-1.36722903704325,0.260078981485323,-5.28231160281185,1.27563988761645e-07,5.6433047006285e-06,0.501177668282397,0.718777985741247,0.994675514332529,0.745256336206327,1.08833226775598,-0.56852080468889,-2.03139279826086,-0.916777090883574,-0.454723821000265,-0.0768052574848883
"ENSMUSG00000001323",357.43994383342,-0.667938429577484,0.193625915165603,-3.41470124499197,0.000638520049030301,0.00887917819476247,0.306556476505624,0.100434864603583,1.127894489186,0.757621567357574,1.47320446242765,-0.563300839810189,-0.225221176535178,-0.28644165760896,-1.98150459077218,-0.709243595353923
"ENSMUSG00000001333",28.8889619373442,1.20995442791102,0.387486595100182,3.06481670877454,0.00217803433337853,0.0231657112750294,-0.225458792671837,-0.814552374042523,-0.419135826810053,-1.42625474507067,-1.06474128472419,1.4603325436964,1.40444584673608,0.718520574037939,-0.172613747243449,0.539457806092308
"ENSMUSG00000001493",57.3276565925161,1.48954334121599,0.372048008328732,4.05735812206332,4.96309486038969e-05,0.00104745368986704,-0.0889446581188817,-0.336986467393707,-1.55033557281465,-0.776271076176991,-1.26752986511357,0.947231137774538,1.61380169758414,0.627426365455815,0.52695040304879,0.30465803575451
"ENSMUSG00000001604",337.180768058102,-0.732306052178416,0.20799272415214,-3.50941002938099,0.000449101972069434,0.00667148436921965,0.620640414267511,1.00930473332304,0.104231995665912,0.981734954534681,1.27644459655238,-1.63838007321108,-1.02050411562685,-1.10668825848249,-0.024121662530097,-0.202662584492994
"ENSMUSG00000001750",303.086960302959,0.745949243367272,0.246533187388801,3.04035946449755,0.00236295939631729,0.0247243243397643,-0.83375052419982,-1.0188087624364,0.310586392879115,-0.202490628857505,-1.8490282542728,0.743420855955669,0.468973400075032,1.26117678270872,1.16005544300194,-0.0401347048539405
"ENSMUSG00000001763",41.4287232262143,2.19305095539292,0.362228668048351,5.90812710843644,3.46018999949309e-09,2.30245618024121e-07,-0.463068234314566,-1.17155278097889,-1.21187571378203,-0.805448919852826,-0.874131521162342,1.00385764525854,1.43176794925651,0.657416542220242,0.802698783360458,0.630336249994903
"ENSMUSG00000001794",726.717527641212,0.454940538633199,0.156273045678883,2.88935121884986,0.00386037637538553,0.0364810098432119,-1.13973719212744,-2.16482767141447,-0.20473599681363,0.248649665048045,0.272765643941785,0.192711290014029,0.692196746900138,1.4406628906981,0.218769963048043,0.443544660705403
"ENSMUSG00000002020",184.533547058239,1.43139771911557,0.451744005356805,2.99041793562181,0.00278595977384275,0.0282686264890925,-0.341798890677972,0.0301559060930189,-0.167485135757508,-1.20247004592156,-1.54677099818136,1.66021976865465,1.00914107032394,-0.106734738761509,-0.377087459137107,1.0428305233654
"ENSMUSG00000002032",43.2240655905615,-1.05511983477274,0.326060981749886,-3.20454074582889,0.00135278141246147,0.016148138684112,0.410701113164295,1.36872485385438,0.15523610987441,0.78802938262498,1.30192408626087,-1.53888604424908,-0.669733054560568,-1.28770604317974,-0.223053016225585,-0.305237387563966
"ENSMUSG00000002105",70.6057733030665,0.953759339658909,0.306225357257599,3.08167910946369,0.00205836600929172,0.0222008491946581,0.159735742553661,-1.03595861371897,-0.888890630407411,-1.77426940585896,-0.345964635491013,1.0091067346272,0.154405277170324,0.945530592817702,1.29412606831921,0.482178869988245
"ENSMUSG00000002111",277.906919257515,2.17359175367922,0.355569026652383,5.97128312093479,2.35394832471521e-09,1.64807086403865e-07,-0.439416259331353,-1.4922462802461,-0.454479319166078,-0.804190255286795,-1.14052083707762,1.19133390661024,1.41759236213606,0.557298275294796,0.51732351602751,0.647304891039344
"ENSMUSG00000002204",166.534852269716,1.55400740225816,0.392636290194503,3.97265147463736,7.10770088272227e-05,0.00142712353259946,-0.0368034489985894,-1.7851213512438,-0.949778336377298,-0.0317970731287531,-1.03730090215155,0.697900211841948,1.32147502857827,0.867236038073969,0.919929954890385,0.0342598785154143
"ENSMUSG00000002250",1177.18342637771,-0.696337683770983,0.244760957290275,-2.85861379725767,0.00425496462445234,0.0394459961701532,0.746366790783732,1.13741059008082,1.36224005358196,-1.15893322621407,0.865499150597282,-0.287431925729669,-1.45766784568499,-0.815128695879776,-0.551495729508819,0.159140837973525
"ENSMUSG00000002265",46.297261983523,-1.0593435936339,0.343410922381436,-3.32938732933942,0.000870372713930853,0.011321172707939,0.735909447690315,1.61273749622359,0.509254501926465,-0.831140261942144,0.020847677403112,0.00450103331827047,-1.23666494454665,-1.30940427145792,-0.630815374777813,1.12477469616277
"ENSMUSG00000002289",476.962604692804,-2.42339063606988,0.308536786805097,-7.81034389962439,5.70321548282409e-15,1.06758307559311e-12,0.285603845464173,0.544445442722347,0.822576709932624,1.19742683409909,1.4506459801227,-0.969218309574329,-1.41828618977562,-0.724000717408056,-0.929995654786527,-0.2591979407964
"ENSMUSG00000002324",37.4618959619774,-1.52963927409135,0.397332793991362,-3.80003488960568,0.0001446757173744,0.0025828304621729,-0.0536890620180347,1.80733100819941,0.548549367920121,0.0267979722622593,1.4661824651636,-0.645328977315924,-1.18815179798367,-0.969040602617589,-0.595030035351797,-0.397620338258375
"ENSMUSG00000002458",105.650711585862,1.79125573497203,0.35903612189301,4.85041770897351,1.23201740860522e-06,4.3506965637653e-05,-0.716498268763571,-1.80294731918032,-0.858824108126955,-0.170639854057776,-0.634902292501279,0.897481684398891,1.39701668997181,0.604370940787947,0.399282472679432,0.885660054791817
"ENSMUSG00000002475",717.211906763029,-0.928275659911301,0.279550821112791,-3.23445851997699,0.00121873622393629,0.0147337157763108,0.0266343000578829,-0.167638767297951,0.925977001178337,2.03397395769467,0.665929372880009,-1.31703955314387,-1.10309082268978,0.0125983609287724,-0.564617148964553,-0.512726700643522
"ENSMUSG00000002565",2753.91156330321,-1.80368309254053,0.284412061183967,-6.45351666564399,1.09283977949774e-10,9.99886305071147e-09,0.852463800567716,0.866616952067527,0.605227642608787,0.790458118981174,0.867660338535632,-1.57075234679887,-1.3812356182509,-1.1461326972639,-0.145787657836463,0.261481467389302
"ENSMUSG00000002602",572.33167072296,1.36542293609924,0.353954108247241,3.63977069437646,0.000272880937773084,0.00438105856526418,-0.37250182574154,-0.0575732711389357,-0.491272015455812,-1.60631729105513,-1.11204981570708,1.50050425460135,0.79161782387782,0.329109386899838,-0.295286788410846,1.31376954213033
"ENSMUSG00000002603",277.495709923987,1.44498264387691,0.286317932576516,5.07713511458087,3.8316840075769e-07,1.53486586005002e-05,0.0875560291927781,-0.860028656560464,-0.80598935226598,-1.20773772927973,-1.26411775382589,1.55273365614294,1.2267227245149,0.607711668583066,0.4754743301211,0.18767508337729
"ENSMUSG00000002699",262.585496545167,1.41338347006182,0.501514362324616,2.79826779707746,0.00513774959294034,0.045658693117886,0.199616449115773,-1.72485378178763,0.000976482594035385,-0.275446069933258,-1.66824388607106,1.34177676979714,0.866785783139671,0.550751172758596,0.454395876181898,0.254241204204837
"ENSMUSG00000002831",187.918708726447,-1.61754586301568,0.408773122406331,-3.98487611676289,6.75153394540583e-05,0.00136754655500466,0.59723988321944,2.25324080283615,0.266952884448958,-0.282750678500098,0.0784727009050264,-0.532433012173656,-1.03684176031541,-0.615227172013011,-1.20287985222072,0.474226203813315
"ENSMUSG00000002985",5766.45590384743,1.2724924207866,0.187418310329231,6.77319442552075,1.25969480175623e-11,1.42851164737187e-09,-0.494008199490491,-0.42444100216494,-1.17278998048352,-0.623039613008897,-1.63946502973466,1.10730267586158,1.03190826287655,0.751052192698202,1.04671995553052,0.416760737915668
"ENSMUSG00000003123",543.897020836651,-1.10390629535674,0.297164905977434,-3.68849805014682,0.000225581754581815,0.00374488968456801,0.0836746532618595,1.99440987277102,0.694174398345543,-0.171530052222014,1.04066988294622,-1.14955177951043,-1.15142332102905,-0.407863549541048,-0.760049983427412,-0.172510121594683
"ENSMUSG00000003199",845.925523797115,-0.592148769898752,0.198933424986576,-2.868366104006,0.00412597796879357,0.0385129119884989,0.406359782501492,0.641223408040048,0.793321446251659,1.36309432772988,0.726151834805205,-1.1528989614865,-0.995986500967843,-0.586576502584022,0.410163620863823,-1.60485245515376
"ENSMUSG00000003206",22.1951788602648,1.09228568118685,0.390277667207248,2.77386385649599,0.0055394855056361,0.0485058918419022,-0.39411482279284,-0.542953737074292,-1.07267647028461,-0.231336624189359,-1.7447902092257,1.20035437240652,1.37950877708716,0.900343068309067,0.155188495531591,0.350477150232463
"ENSMUSG00000003283",356.288015379342,1.34849440223418,0.205367668246593,6.47802555637939,9.29306164189152e-11,8.60035469076891e-09,-0.988364534003922,-0.88087424205139,-1.30294411292508,-0.789893817585947,-0.584049038651228,0.795017094210024,1.42938990774895,0.510235591702897,0.96978680163971,0.841696349915971
"ENSMUSG00000003348",378.854166296396,0.649066063422865,0.178888143908275,3.61486727907846,0.000300501527352468,0.00475808858894472,-0.409864114364518,-1.13026076793545,-0.978885514731307,-0.518947995489351,-1.14664612370748,1.3246045172229,1.66619965400585,0.462872313571417,0.36890726595999,0.362020765467968
"ENSMUSG00000003363",385.395002094733,1.45960334249497,0.260687922981597,5.51001366238503,3.58805847877786e-08,1.8055783026175e-06,-0.530470877812752,-0.430910968014307,-1.31797445473593,-0.582076289551802,-1.40668625166827,1.46957321208705,1.1163043253735,0.288399855573185,0.602241098112573,0.791600350636755
"ENSMUSG00000003418",73.7499880287363,1.46673434914278,0.414338464581627,3.47137709767461,0.000517796296366719,0.00741162112034957,-0.213242012543063,-0.476909094196915,-0.714661112834113,-0.942680278217993,-1.1430093217346,1.59977981830198,1.70940311394902,-0.204224948202488,-0.267578117678185,0.653121953156351
"ENSMUSG00000003477",11.9544477863058,-1.99085749823369,0.542227804972795,-3.38573751998217,0.000709872472594759,0.00963022445340641,0.498570887165517,2.20632693643301,0.275180442528457,0.270394147480164,0.412181109672427,-0.793318431774301,-1.41930595119454,-0.190393303354829,-0.84364452323685,-0.415991313719051
"ENSMUSG00000003484",153.803936821996,1.67493735300385,0.398370127456593,4.18341683567509,2.87160168265464e-05,0.000661698045959709,-0.265799968474086,-1.53010659669148,-0.526355364563404,-0.0822494247408994,-1.62055400995404,0.988078022909982,1.05598659847559,0.829101377384491,0.919361169874129,0.232538195779713
"ENSMUSG00000003505",166.220074476222,3.12758629873501,0.451406315599166,6.82865382967055,8.57151266699511e-12,9.85907631975873e-10,-0.492850064952545,-1.38107683565737,-0.796205701104369,-0.395914972789086,-0.876268021057087,1.02794456938411,1.51805219280331,1.37690411333318,0.140056617435838,-0.120641897395977
"ENSMUSG00000003555",9.45001469703074,-1.86074102860584,0.510165746269181,-3.59504364945842,0.000324337193201258,0.00507560915657906,0.75409160729406,1.29928723003682,1.07407070470742,-0.159827280300312,0.994131159635666,-0.450582139329307,-1.80736315452553,-0.825965869993448,-0.577881862987742,-0.299960394537633
"ENSMUSG00000003575",98.6455326832934,-0.934411640159113,0.306488976719362,-3.05397853957709,0.00225828234783553,0.0238459807522594,-0.0477888096675857,-0.0798040020528262,1.02207628667669,1.46577455252371,1.27617074011867,-0.105015073701135,-1.1816414334514,-1.25924548901273,-1.08469487081005,-0.00583190062334671
"ENSMUSG00000003585",413.05737414729,-1.19223770532742,0.306450618795581,-3.73089982499117,0.000190797083609357,0.00326157689741134,-0.270655915338467,0.409707758988749,0.83415679140334,1.22231618477578,1.61640931219573,-0.946315612610016,-1.46313156623454,-0.0615081439691643,-0.57810731483295,-0.762871494378458
"ENSMUSG00000003617",752.800621892473,3.56553147085129,0.292016818412982,11.9056553341189,1.10591051867369e-32,1.97871967580027e-29,-0.569119191501363,-0.933768894826235,-0.889444745030783,-1.053462584809,-1.16906290341517,1.34762279863881,0.930923994439,0.719643273961883,0.687556850385061,0.929111402157797
"ENSMUSG00000003657",36.4447285467681,-1.22671754828774,0.343794234364949,-3.46274351070633,0.00053469783455782,0.00759950505726795,1.06055104663632,2.2122150299461,0.291655234942133,-0.503862064051328,0.138386180601538,-0.655229282877461,-1.08133317928867,-0.927053543676141,-0.372358842641015,-0.162970579591473
"ENSMUSG00000003746",1835.30366869496,-0.629842881251408,0.143435226488177,-4.37005048377583,1.24217815188629e-05,0.0003241944048594,0.0839394890514663,0.906829133003181,0.783498341272113,0.880725018546219,1.67060151990499,-0.886224826335096,-0.725295985224736,-0.81806150098384,-1.2736256915842,-0.622385497650097
"ENSMUSG00000003812",126.025820917982,1.10345573984026,0.337893632541182,3.14221333337777,0.00167675816467155,0.0189213992471661,-0.353246464211139,-0.253964152932157,-1.91495668112651,-0.0837577077170791,-1.3248880478089,0.612616076159262,1.15301387646736,0.572184914622965,0.596049950919074,0.996948235627122
"ENSMUSG00000004071",392.909004194347,-0.647497151311737,0.192779955421444,-3.37797816708097,0.000730208779652543,0.00984792113547873,0.319508746861188,-0.0730431229410612,0.909564245092648,1.09618496788921,1.42223954203202,-1.34029544374222,-0.749408407986101,-1.51752842875926,-0.331711847901111,0.264489749454684
"ENSMUSG00000004105",140.720439450385,-0.93675341183786,0.326074032387032,-2.79820896644565,0.00513868553874629,0.045658693117886,1.27128051508237,2.02061968906105,0.470678425937607,-0.896184821117263,-0.275516471453594,-0.507353412786372,-0.383503146351813,-1.09552602703419,-0.756659527261433,0.152164775923641
"ENSMUSG00000004207",9523.27270405343,0.675747416877494,0.19803903300983,3.37303958074266,0.000743432649708492,0.00995994620218938,-0.38599828472421,-0.0873033670628201,-0.797081842254249,-1.54178164852675,-1.0340409919141,1.64772663568591,1.13392159069539,0.00376807794693783,0.215530191535912,0.845259638617966
"ENSMUSG00000004296",4.60751820100233,1.82097498684226,0.558239121912224,3.12240519276749,0.00179379869718461,0.0200315814291011,-0.223908016711268,-0.58055572599037,-1.41951833689409,-0.602616999211385,-1.41951833689409,1.47380209520449,0.74534253157105,0.927635245031401,0.666291267732633,0.433046276161625
"ENSMUSG00000004317",557.31689892247,-0.771963783175872,0.254382184452824,-2.99195959602367,0.00277192946908719,0.0281439976297043,0.687972598818365,1.41019532667843,0.844003381265712,-0.823107935651199,1.31158698986666,-0.0281688214709448,-0.625343274147578,-1.31300910077503,-1.07865968723883,-0.385469477345595
"ENSMUSG00000004366",203.234992143567,-0.912839903409316,0.305725939766815,-2.98008245876621,0.00288170800002109,0.0290388885634166,0.536277463971392,0.54976260881819,0.281786755699447,1.6928950396336,0.552694326837821,-1.39861948417514,-1.45986137076881,-0.937829323038999,0.387941948228419,-0.205047965205919
"ENSMUSG00000004591",1531.06590886298,-0.683364353100758,0.197681615165761,-3.50393812572534,0.000458431860438764,0.00677754617385676,0.387034647626887,0.350886878182936,0.62641359048749,0.625802484806525,1.45467446962817,-0.516441984408039,-1.55778847915699,-0.228744334911399,-1.67304036564914,0.531203093393559
"ENSMUSG00000004655",2555.46945668362,-1.39088570536883,0.242169362072992,-5.69962525400443,1.20071077619584e-08,7.00545131488465e-07,0.333904069961452,0.748806019664149,0.82784799352753,1.11501486983102,1.27540672802041,-0.782355027852457,-1.74878945108427,-0.768697516896319,-0.571866444645235,-0.429271240526265
"ENSMUSG00000004730",160.058647522691,1.34525282364296,0.255871362271479,5.10748770453981,3.26470333464479e-07,1.32756358075215e-05,-0.506569137085504,-0.70024182340547,-0.511282817360228,-1.23961121073562,-1.41878420558067,1.25048503296127,1.00935747007262,0.394491665067865,0.528657265281215,1.19349776078451
"ENSMUSG00000004789",2784.87920200723,-0.581440691446639,0.140661564605078,-4.09386224151752,4.24246431372617e-05,0.000924558073193676,-0.0178144822273787,0.798933524608902,0.754765388544762,1.45889451607781,1.28365827370612,-1.24234114703578,-0.794946353091257,-0.499029561377363,-0.679106640662196,-1.06301351854363
"ENSMUSG00000004815",662.024168219878,-0.672328209142865,0.180957654611831,-3.57055877764924,0.000356220505605433,0.00549973039478839,-0.118618243402397,0.273293427561439,1.574473541254,0.781401737134035,0.817488753851287,-1.18683597967776,0.304065994173665,0.108472988367175,-0.841098735959225,-1.71264348330221
"ENSMUSG00000004952",356.311113868336,0.891877326442931,0.217768405797611,4.02422064607666,5.71643038470803e-05,0.00118318352808423,-0.933101088394387,-1.04031595971421,-0.042011136823878,-1.3858028261187,-0.879075380026779,0.376052285124942,0.562366116274581,0.961657521191936,1.45171839843844,0.928512070048062
"ENSMUSG00000005054",833.693752290403,0.950865292440395,0.265282180736665,3.64519568989999,0.000267188411458749,0.00429394709552918,-1.22670017389393,-0.972786276788065,-0.864057776321756,0.750498711370915,-0.713593759645955,-0.139142600386812,1.49370598150696,1.16024559312112,0.963785246420932,-0.451954945383426
"ENSMUSG00000005087",862.864816257119,2.09462033548342,0.265085530966938,7.79923159636001,6.22852639019243e-15,1.13974955069624e-12,-0.627082897679744,-1.0573972457245,-0.812790465636386,-1.01014900265728,-0.97405900349992,1.4695468260538,1.27047380767952,0.759563844822629,0.376511581775918,0.605382554865957
"ENSMUSG00000005089",35.0417256003855,1.84781129280918,0.503696697323754,3.74411845823336,0.000181028236107752,0.00310778004908649,-0.469073843155808,-1.61658342366781,-0.0778186133879238,-1.12861294096119,-0.522042718049363,1.0761058106381,1.69197356337525,0.654616097827406,0.405913977536357,-0.014477910155026
"ENSMUSG00000005107",325.997965145173,-1.28072582487114,0.248904602298249,-5.04850332278508,4.45284728534631e-07,1.77485643158247e-05,0.282056478918737,0.573691816694631,0.878213489760119,1.07216155238622,1.52803109316725,-1.13661419652761,-1.34737081849811,-0.723622500972628,-0.375963502456601,-0.750583412472
"ENSMUSG00000005225",505.467151375419,-0.61596191715363,0.217671212021037,-2.77465804474647,0.00552597770374062,0.0484666769952806,-0.641861072212339,1.31915069155053,0.377911819656599,1.49455555772266,1.15387970486938,-1.22899193245038,-0.445166417345563,-0.653554776483731,-0.518266785477963,-0.857656789829201
"ENSMUSG00000005268",1457.97699385326,-1.40590046011032,0.292425546999472,-4.86172034143439,1.16369950452175e-06,4.15500069208729e-05,0.284476350455699,0.799660285803065,0.611740552065126,1.21770406599197,0.978266709974328,-1.08782465200857,-1.919716585606,-0.723850816980659,-0.253539646363843,0.0930837366688859
"ENSMUSG00000005299",1499.26373010214,-0.517390171731381,0.161606211223627,-3.16695481650737,0.00154044250917064,0.0178458602339387,0.241098835710726,1.27480955245827,0.852040997144018,0.0765385684053505,1.70376329227507,-1.12481053166037,-0.838622209060464,-0.445890535937505,-0.831707965026599,-0.907220004308505
"ENSMUSG00000005413",117.07667704833,2.51434729966805,0.335218620701954,7.31719824052831,2.53201670898483e-13,3.67324910493537e-11,-0.552836832154551,-1.03761557030289,-0.986630154376745,-0.760709357116262,-1.16499388858626,1.29916131751309,1.3165119967568,0.777290147539529,0.371417214975984,0.738405125751309
"ENSMUSG00000005615",1675.8539437154,-0.637653098869109,0.218558770276219,-2.89429334385977,0.00380012961698786,0.0360173556341115,-0.381447422879002,0.0647307401640829,0.457259246083025,1.58539514503988,1.69521893448036,-1.16528715761979,-1.22713706172401,-0.275075121214198,-0.500423270854786,-0.253234031475538
"ENSMUSG00000005640",17.7964474408892,-1.46841765303005,0.464695958244746,-4.26602236443155,1.98988841684469e-05,0.000488463005738568,0.507076177423633,0.20442474248948,0.928662186728415,-0.445838376609291,0.652478490033505,-0.906525086996635,-1.01881544647231,-0.992441803201708,-0.842182257788973,1.91316137439389
"ENSMUSG00000005683",7063.18554367343,-0.637581665400116,0.189269285441918,-3.34400672703584,0.000825777350571031,0.0108652637323224,-0.318691049798077,1.04371603741772,1.09623924173791,0.668160462385117,1.47782207068778,-1.18389716605139,-1.23299593505174,-0.891662678015218,-0.182605612906788,-0.47608537040532
"ENSMUSG00000005800",4.69644473204566,2.02693421418416,0.567335441735552,3.60108901677416,0.000316887046717888,0.0049735205782633,-0.404135791497578,-0.945322999862903,-0.945322999862903,-0.945322999862903,-0.945322999862903,1.01605116995733,1.88682388451385,0.199354116969727,0.394517825530732,0.688680793977549
"ENSMUSG00000005893",743.773081250378,-0.602118911113721,0.190457739014846,-3.23470498790042,0.00121768476257752,0.0147337157763108,0.615444292458643,0.670464077794462,0.903041345644653,-0.327331186620808,1.13139258323974,-0.67762251748863,-0.490972575615975,-0.96222828191938,-1.84021313766889,0.978025400176194
"ENSMUSG00000005951",219.393116443834,-0.697242638433506,0.246048505924454,-2.8078817575102,0.00498685334743438,0.044687423179597,0.0818959203756691,0.819871530874261,0.398838378239044,0.742995343753445,1.7069633751531,-1.45485687576963,-1.52581665035045,-0.336422452929588,-0.0677156825176122,-0.365752886828253
"ENSMUSG00000006179",10.3895715811258,1.49301803076612,0.466933597237928,3.3301092430712,0.000868119173085356,0.0113101319127779,-1.21224836731584,-0.600086989288951,-0.0726077609393252,-0.679848316157921,-1.10153155381704,1.37742741394201,0.635789077189137,1.35365654605502,0.959279452898952,-0.659829502566039
"ENSMUSG00000006345",4257.77234368611,-1.68784702084666,0.286853044767342,-5.7443103543952,9.2296371026017e-09,5.52508722168012e-07,0.133482074850801,0.759769619253024,0.92714925113597,1.14743722078545,1.25760531476547,-1.6512267551139,-1.02643938594036,-0.350593794179214,-0.48138301693168,-0.715800528625566
