"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","NI_V_1","NI_V_2","NI_V_4","NI_V_6","NI_V_7","I_V_1","I_V_2","I_V_3","I_V_4","I_V_5","I_V_6"
"ENSMUSG00000002111",301.272713765553,2.06652339676659,0.511214210874889,3.5070146838122,0.000453164141478817,0.0294750064778104,-0.723288077057838,-0.634096662645538,-0.982827980380368,-1.44635059820777,-0.218437620584278,1.07287293586818,0.188694084428065,-0.682575125382489,1.21406055242035,0.660829208395795,1.55111928314589
"ENSMUSG00000002204",135.291419092522,2.01897112793947,0.486210376284993,3.78471467622302,0.000153885024692682,0.0146073154330894,-0.789861262707379,-1.0292053558884,-0.600212456312462,-1.46415961529366,-0.297273891892743,0.873060786900948,0.159512302982101,-0.120959924749513,1.15233066745764,0.235604382867038,1.88116436663644
"ENSMUSG00000002603",361.790374319417,1.33896637844316,0.328270254441269,3.93080757605501,8.46610110474185e-05,0.00963132097434869,-0.823349805723848,-0.904426085719997,-0.918992553446297,-0.621348834488294,-0.580565924118291,1.41677881861933,0.345311555144979,-0.7134171923344,1.32361448108484,-0.115949904284907,1.59234544526688
"ENSMUSG00000002699",362.57816262642,2.13687066634573,0.532221065990449,3.51041857872402,0.000447401802148515,0.0294750064778104,-0.692818267046832,-0.853024095875651,-0.806928582939829,-1.7782777193176,-0.138081614403292,-0.358408115825844,0.53306159948426,0.536285109245607,1.33589198140678,1.05751831931907,1.16478138595333
"ENSMUSG00000002831",200.381415070897,-1.67386695649563,0.412863058619012,-3.68137581260756,0.000231978775212993,0.0189954927857101,1.07633012331189,0.63051206021537,0.783346870482656,1.26453549480301,0.914266567705218,-0.800119636840853,-0.154732160221975,-0.0808470068868113,-1.04869457327561,-0.914873674770221,-1.66972406452267
"ENSMUSG00000002985",7854.12981169436,1.83125324957761,0.346547145040412,4.98171407599152,6.30235104119608e-07,0.000575755923718126,-0.819791122785998,-1.19120763979143,-0.756674960367102,-1.15002609892633,-0.638449980808325,1.40929380153184,0.452031739821989,0.0826580912621485,0.865218391518051,0.120333376600895,1.62661440194425
"ENSMUSG00000003283",249.67806706247,1.71609221779476,0.44436540411688,3.35533964292744,0.000792675976375211,0.0420426657580321,-1.58548339743783,-0.723789099324106,-1.0083170203895,-0.800982382508556,-0.231680176666788,0.924583302322633,0.183579800394958,-0.155911383725741,1.26955420661586,0.584303048803879,1.5441431019152
"ENSMUSG00000003484",161.303176268645,2.37567136008801,0.490458918458239,4.44761538961574,8.68288181410935e-06,0.00253727426815042,-1.43210976790312,-0.830465393442951,-0.290948099652084,-1.15068851565147,-0.577946411378971,1.01191732547961,0.400370082581629,-0.0727199158755215,1.17305004518262,0.0524881005615963,1.71705255009865
"ENSMUSG00000004707",77.7850239811472,1.97630349050008,0.494766458428593,3.3227331652669,0.000891401388072017,0.044376761080497,-1.3954370545541,-0.889224757019811,-0.925732527872735,-1.24148084783541,-0.0666462818370198,0.412297877191624,0.692417427032208,0.0275263610211655,1.59212793635823,0.717094460043734,1.07705740747211
"ENSMUSG00000004837",115.910363460173,1.880205249827,0.449564726560267,3.31479224448558,0.000917112583786663,0.0451080159609658,-0.686005487678347,-1.00134160918423,-0.867537116524107,-1.0362084606859,-0.630873616758732,-0.0254878682890496,-0.159627630474772,2.03951853630967,0.382515392815106,0.986637164818273,0.998410695652085
"ENSMUSG00000005413",280.182045502029,2.08506894030384,0.501308478847748,3.57593021066844,0.000348984750699502,0.024955529181086,-0.99478395147121,-0.861164786497532,-0.682310388026734,-0.958591635994778,-0.418713164167681,1.07427140145939,0.0997203694131488,-0.8979885052198,1.22018305520437,0.807751769001748,1.61162583629908
"ENSMUSG00000005800",62.1460968713281,3.95339897444006,0.580163253655777,4.54672346508221,5.44875134672549e-06,0.00213339122227407,-0.935795046238748,-0.713920919766851,-0.935795046238748,-0.935795046238748,-0.716538278259116,1.61619449348257,-0.034807324548107,-0.129971250092767,0.778512423777611,0.263141191010812,1.74477480311209
"ENSMUSG00000005824",29.9433221407729,2.59034530659737,0.522923410042491,3.98578662056113,6.72569341102241e-05,0.00842294192474513,-1.29083666974754,-0.946483135593308,-0.730800024148169,-1.19951089663125,-0.565033547527588,1.08645229911062,0.482968956428349,-0.0637306554302677,1.2513424705993,0.663288346442977,1.31234285649688
"ENSMUSG00000006519",2863.70274118025,1.55045017291732,0.461623219107803,3.38094984993852,0.000722357255446303,0.039999507867246,-0.643215087807138,-0.521671992927068,0.259789362666254,-1.50018351437984,-0.601760215449614,0.619885607998087,-0.0562775890577203,-0.907564024821014,0.806251146578209,0.396310756450541,2.14843555074931
"ENSMUSG00000008318",55.8187264965143,2.40862783434799,0.511389598405147,4.26110975079151,2.03414303503717e-05,0.00433069052159413,-0.798759582885255,-0.921828939126042,-0.917875869762829,-1.12516280872875,-0.395103648557538,0.0447282441118903,0.972552573809045,-0.581578788672703,1.32907963069362,0.791032389711922,1.60291679940664
"ENSMUSG00000009281",189.253793579816,1.41261526873175,0.333499546224427,4.21572338271659,2.48978797772803e-05,0.00481887145871179,0.108686952073545,-0.331938149203513,-1.14239229050943,-1.3282945482027,-0.924686902493253,0.765433355395741,0.951524281171689,-0.57686906479134,0.959949617616828,-0.254341438760336,1.77292818770277
"ENSMUSG00000009292",152.92816229382,2.18375497755752,0.511046175726394,3.34133639192513,0.000833761388949149,0.0432293937735158,-1.3203835053997,-1.14803369040009,-0.80572712995416,-0.95657070886325,-0.12404592486621,1.07918866018881,0.346942169719887,-0.101585133432383,1.82758686798143,0.615926912452046,0.586701482573634
"ENSMUSG00000009378",98.0471093185512,-2.07649934309591,0.374913415310151,-4.86689512782508,1.13365145705706e-06,0.000889200403395864,0.99254671738034,1.4290833610127,1.06667171090431,0.731254051621443,0.793607099456055,-0.456067656049901,-0.528888732415438,-1.17510927257642,-0.820776371011174,-0.83896322385903,-1.19335768446289
"ENSMUSG00000009687",139.317187926294,1.85504371053603,0.47928044058258,3.54350076840526,0.000394852159992192,0.0271174273749476,-0.655808373984907,-0.521969354886381,-1.10478298012888,-1.45822046448684,-0.325990578534793,0.869290689573868,0.244759674098711,-0.559087217971147,1.3180529884642,0.56183411843819,1.63192149941797
"ENSMUSG00000012889",55.0773241121807,2.41428963363614,0.493537813512502,4.15868827501929,3.20080351419199e-05,0.00542063349681855,-1.01447408332904,-0.95235475120045,-0.897337416723811,-1.4144457646245,-0.44169740047319,0.776394364845132,0.366087363436027,0.203461925324121,1.46253318804651,0.557083764507779,1.35474881019142
"ENSMUSG00000013707",132.273508364387,2.22246504388776,0.511037317144958,3.40309711650563,0.000666265936786955,0.037824583919307,-0.925869180242781,-1.2222728087861,-0.665944101637402,-1.27716137720017,-0.448809443006293,0.634358512455294,-0.000189075790213578,1.51880875737208,0.747528227083308,0.203045708581836,1.43650478117044
"ENSMUSG00000013974",80.1575882109872,2.78451567186121,0.545864144642589,4.50647100109442,6.5914688804734e-06,0.0023599465012896,-0.880610890138605,-1.05823745475611,-0.540743068582229,-0.951275959158201,-0.610725600853466,0.943012320978439,0.149029164298183,-0.645047124086374,1.29956769804199,0.482565909726409,1.81246500452996
"ENSMUSG00000015340",1418.32450311021,2.36871726225384,0.519783681896237,3.33695732418625,0.000847009527066136,0.0432293937735158,-1.13223884044257,-0.898385279724271,-1.14098519693486,-1.08778613182457,-0.0366497105293808,1.25655896020471,0.488476116444831,-0.47864257342463,1.44722387298631,0.916363487519351,0.666065295725075
"ENSMUSG00000015355",183.765202109732,2.0084972187658,0.493430610083731,3.45766344251857,0.000544881615591672,0.0335552508973665,-1.4027385180303,-0.906953569002286,-0.787943423285164,-1.13260575307588,-0.0769077524306049,0.58136006793433,0.340165880802484,-0.238562959935083,1.36416674154095,0.697115131271244,1.56290415421031
"ENSMUSG00000015947",155.296391276613,2.0770138617446,0.504977298891073,3.3067906667749,0.000943713860327473,0.0459613322237266,-1.15758908782546,-0.793009028978476,-1.1633137795384,-0.867835491366559,-0.162231734804089,1.10966545123663,-0.0972395094086784,-0.303984343336943,1.13451027937239,0.588965994324526,1.71206125032506
"ENSMUSG00000015950",367.216618166739,2.00787514227299,0.510293665915855,3.55120414489759,0.000383472852427464,0.0268191995966088,-1.11836061704302,-1.28406385278432,-0.182195300639442,-1.42052069470965,-0.197840205987006,0.620626057081527,0.379879756902142,-0.228578038785238,1.29579865847455,0.582987103615947,1.5522671338745
"ENSMUSG00000016087",106.214418213459,1.58348999750222,0.41520353372693,3.50600204053303,0.000454891732530121,0.0294750064778104,-0.882494652056326,-0.705988827872121,-1.23707672758246,-1.16718000897547,-0.305866697530465,0.892782961280443,0.814125363324236,-0.655818344773587,1.25956978902205,0.617066209842627,1.37088093532107
"ENSMUSG00000016194",130.969848228627,1.94648681308401,0.427142037608373,4.03769193392652,5.39796757558999e-05,0.00731326461627433,-0.811860832621872,-0.802461959040329,-1.1313821676179,-1.15740360780175,-0.466925949812891,1.59350630805691,0.248064456533992,-0.265356549167677,0.997041413455228,0.359967194918936,1.43681169309735
"ENSMUSG00000017737",166.214245764768,2.49257502266351,0.518166071614683,3.75543747627927,0.00017303895669019,0.0158540745445923,-0.835489350825214,-0.698935537072227,-0.937270717403724,-1.32047410540548,-0.621291873325795,1.31061394723302,-0.219227119912712,1.3519454496014,0.627290837009938,-0.00559165370724191,1.34843012380804
"ENSMUSG00000018774",313.11459728847,2.26720065276265,0.440410158107823,4.69931355587576,2.61037408749773e-06,0.00125899177067843,-0.831447143543439,-0.929752581457158,-0.854951843463344,-1.14039332504598,-0.475342382511643,1.22830006623913,0.364096494971841,-0.586464525981992,1.36244361855253,0.379919120490881,1.48359250174918
"ENSMUSG00000018920",1135.51926526842,1.96109185534078,0.444137196679537,4.11441483495981,3.88162833074943e-05,0.00602582364720404,-1.04964105273803,-1.12172065390569,-0.468948022579751,-1.13088802518068,-0.510998820645391,0.793851837716498,0.15942217058072,0.0684947253167507,0.943579911124476,0.25136449741294,2.06548343289817
"ENSMUSG00000019122",729.705840033702,2.05595476423542,0.347525764757249,5.52295541437991,3.33344347424168e-08,5.46975787723568e-05,-1.38175354816484,-1.12645314830495,-0.828390837968758,-0.874692874630661,-0.563201055443656,0.879233516663665,0.818312967984105,-0.0862462172944151,1.10972323420046,0.663850454554268,1.38961750840478
"ENSMUSG00000020057",224.218189979707,1.95962161570139,0.464955161202459,3.66737863303011,0.000245049798753285,0.0198310358302769,-0.974072993513335,-1.00218390726489,-0.806747464274639,-0.654538025048946,-0.593793530256586,1.20282579011611,0.314202671089634,-0.91677895249157,1.36458810869095,0.69291711261668,1.3735811903366
"ENSMUSG00000020077",978.067310852004,2.33147721431378,0.502884680389692,3.89233028834253,9.92859503135331e-05,0.010938224656025,-1.14729732252568,-0.927309763528831,-0.72390680186605,-1.3564292530513,-0.20611044926433,1.16689781072822,0.157182450901401,-0.145327858011851,0.892703831519036,0.60080538822688,1.68879196687251
"ENSMUSG00000020101",526.271812341347,1.68755701136574,0.411424789567348,3.85681075988408,0.000114876027600341,0.0117517594780107,-0.0817964887757202,-1.15554096624742,-1.44682897056378,-0.84030860795404,-0.728315636173116,0.896898580261421,0.620188974505083,-0.437442536549996,1.50245815788851,0.451441513041246,1.21924598056782
"ENSMUSG00000020120",445.114892180815,2.05010451158839,0.462934570083747,3.62188311457163,0.000292466270205509,0.0221550890416077,-1.0932316320307,-1.0618760756376,-0.998813027241421,-0.871389058476586,-0.29248994605108,1.39229389105467,0.186730189980544,-0.493762373036262,1.32268328306457,0.806011786740815,1.10384296163305
"ENSMUSG00000020310",58.270980967181,2.2949453505996,0.518822223039923,3.46668233615461,0.00052692421581831,0.0325840314868891,-1.38693844250472,-0.773057962878779,-0.987831210663168,-1.12148944241016,-0.359032267846321,0.978918797346525,-0.0163587698713306,0.519341093475966,1.06971118407273,0.496443808512736,1.58029321276652
"ENSMUSG00000020437",173.795893673735,1.74999005718776,0.42691996543877,3.54957285684415,0.000385856676327779,0.0268191995966088,-1.14394699784406,-1.28878625287437,-0.981828491203963,-0.774818843710356,-0.166086324442031,1.04994478959228,0.637609344768259,-0.497075051634182,1.44413081549063,0.619287901627341,1.10156911023045
"ENSMUSG00000020469",140.061100259641,2.72948371561301,0.479602890112908,4.6822576360281,2.83732559401618e-06,0.00132139572898822,-1.38263493112621,-1.24778841561623,-0.787163198278091,-1.03450000236815,-0.40274313173049,0.318864939917728,0.726090546777693,0.844911831288539,0.757539837118611,0.699765416606519,1.50765710741009
"ENSMUSG00000020807",144.463708043977,1.51289308416665,0.425645557640418,3.47404528340771,0.000512674504041531,0.0318349505572122,0.0533880779360291,-0.775927681599028,-1.41673029863954,-1.06422960613332,-0.559874078074914,-0.603895500515003,1.56362242332748,0.267716610107986,0.308435567918346,0.621486038748463,1.6060084469235
"ENSMUSG00000020962",417.574014959714,-0.870610986791238,0.271466384031533,-3.29761809435631,0.000975086605721854,0.0471808950814051,-0.519856435469922,-0.122186331889444,-0.534884066017891,1.86304086518436,0.658848409559173,0.483962240389107,-0.919159082923037,0.388273049067148,-0.562522341290264,0.993668303949964,-1.7291846105592
"ENSMUSG00000020974",48.206102028227,0.380183352585223,0.462140759313961,3.90704924415914,9.3430117590778e-05,0.0103939599494601,0.569989504976822,-0.854775025880386,-0.854775025880386,-0.854775025880386,-0.854775025880386,-0.854775025880386,-0.854775025880386,0.915683293779883,1.23426859667531,1.08511494251625,1.32359381733405
"ENSMUSG00000021280",74.1188033021331,0.531097579284503,0.457388679232256,4.15910923113568,3.19491096840522e-05,0.00542063349681855,-0.399315716816522,-0.399315716816522,-0.399315716816522,-0.399315716816522,-0.399315716816522,-0.399315716816522,0.770501114595699,2.823340336753,-0.399315716816522,-0.399315716816522,-0.399315716816522
"ENSMUSG00000021313",50.5680118504527,-1.9622990663604,0.413450621057811,-4.23173789231933,2.31892550714177e-05,0.00460785957772451,1.30458587739675,0.925536668355501,1.31581006051788,0.645366150161193,0.608279988218064,-0.15145539673112,-0.857989417762712,-0.620453321490788,-0.791185993151911,-0.786172289482233,-1.59232232603063
"ENSMUSG00000021322",84.1652613702507,2.53297252167787,0.462712757779373,4.77990485285589,1.75378173464367e-06,0.00104546436765578,-1.21710413497023,-0.724314034868702,-1.0073212098595,-1.02728957202821,-0.676038016754997,1.07641743405143,0.281967715170103,-0.0274297880517868,1.56743470536588,0.535148645003995,1.21852825694201
"ENSMUSG00000021384",56.4761543314729,2.32543095141567,0.526645235250593,4.15517932379731,3.25032518430504e-05,0.00544265126086495,-0.462293897348216,-0.943832276186956,-0.729541018059891,-1.15303076155548,-0.639798321816298,0.428021046556165,0.168859677199217,-0.635437832207179,1.34821216327217,0.692138053485423,1.92670316666105
"ENSMUSG00000021508",126.09696743298,1.53856092394711,0.389457376170942,3.66620697508734,0.000246174704999076,0.0198310358302769,0.100047485628612,-0.575449528613367,-0.265593567505469,-1.37204451698814,-1.54892747724606,1.79867568471085,-0.319492850005158,0.781785249609428,0.407474607185729,-0.0942309454631721,1.08775585868674
"ENSMUSG00000021728",430.079788300771,2.38652613360807,0.461309546458343,4.45566685961859,8.36328176614676e-06,0.00253727426815042,-1.19187948106491,-1.09343228616928,-0.740037703558744,-1.1137587839633,-0.346782807727114,1.2359387826613,0.370234921319479,-0.290791543348656,1.18911705433398,0.572771347935151,1.40862049958208
"ENSMUSG00000022102",106.95813321963,2.586517032334,0.501309048003029,4.80701149555869,1.53203184709185e-06,0.00102833505290435,-0.713320822092875,-0.736041938546988,-1.1763767377691,-0.966018268325277,-0.468400865301132,-0.24141875388173,0.426412797345071,-0.15685774785232,1.53667456687903,0.667372857957934,1.82797491158738
"ENSMUSG00000022227",72.5001106416307,2.13753348331404,0.496723142502324,3.72728054267735,0.000193556971118188,0.0168426390611696,-1.36106105507106,-1.04485659839639,-0.686869810770314,-0.974085187540634,-0.13094756167614,-0.516181603960459,0.786727861442716,0.344600209895129,1.08463963745829,0.850680317515498,1.64735379110336
"ENSMUSG00000022372",361.694527039938,2.12949493055657,0.469257538009193,3.75472503657757,0.000173531874212042,0.0158540745445923,-1.08425820689999,-1.15757641919186,-0.949849723079297,-1.34331688219755,-0.0741386446399394,1.03243511611761,0.398134484262027,0.0371460183167077,1.28463852989917,0.634919049756344,1.22186667765678
"ENSMUSG00000022433",313.059305922802,0.918546589809701,0.269125003569646,3.35589646752847,0.000791081775161155,0.0420426657580321,-0.182434931966617,-0.739504088735776,-0.894387848086862,-0.842466929308367,-1.65687848477119,-0.0972156134578327,0.440422066779266,0.78847195955,1.67371304075908,0.309032357379726,1.2012484718586
"ENSMUSG00000022534",69.2158151662118,2.6717012296453,0.530255750669292,4.09670066644806,4.19080225649479e-05,0.00612309078711195,-1.60901631551675,-0.904529517804182,-0.663630021508448,-0.805577052504974,-0.557730730255348,0.771693948370575,0.5146510257222,-0.226031873975329,1.45031805585162,0.772615036571501,1.25723744504913
"ENSMUSG00000022651",136.542420853172,4.05512074766847,0.556282490975756,5.12192066106063,3.02439148176572e-07,0.000321946473233961,-1.10782314832005,-1.10782314832005,-0.893965378613835,-0.634370235988452,-0.6934408439595,1.72023093631899,0.0508728120398749,0.202661490192438,0.425000083452932,0.470942669743472,1.56771476345417
"ENSMUSG00000022831",490.545031093929,2.16070064556424,0.460250786388754,3.87097116173129,0.000108402617123034,0.011539458592747,-1.18893508019079,-1.16675485568076,-1.00534685197927,-1.12309745992378,-0.0739728482330144,1.06181341534156,0.460709640375335,-0.158289015775812,1.24802279658358,0.715932648253314,1.22991761122965
"ENSMUSG00000022876",84.0609754091856,2.4151215600476,0.497462915103918,4.12312996160635,3.73758677915826e-05,0.00586329008103111,-1.06482398870687,-0.920722509256617,-0.780845321706959,-1.23652890496321,-0.429328799997302,1.17241153233075,0.153390085604531,-0.195486883680254,1.23904867956302,0.485508104308726,1.57737800650418
"ENSMUSG00000022901",102.08882315647,1.78224245854726,0.487018730399894,3.48401840882534,0.000493945512623885,0.0309297057757721,-0.785039836656982,-1.12211597766002,0.0268700180628087,-1.43771876907865,-0.506680093385031,0.793085672638862,0.334001544312415,-0.715659289011662,1.31915245735503,0.492716263684273,1.60138800973895
"ENSMUSG00000023078",571.00141589606,2.33293773524115,0.480150444373244,4.46005012997959,8.19404846598993e-06,0.00253727426815042,-0.600329609795924,-0.720420620984659,-0.55473547937421,-1.23515812501583,-0.50548432139265,1.46454424485826,0.425557068413681,-1.13379279763425,1.18161599823869,0.284186435284255,1.39401720740263
"ENSMUSG00000023349",335.041204921986,2.66277620321114,0.437706858463343,5.35239827794706,8.67960972033703e-08,0.000117592930601984,-1.34903966348864,-0.881162415545499,-1.09675453909446,-0.708620034672774,-0.599941895226756,0.898627817726461,0.533316997444587,-0.199526338512886,1.3453826918483,0.654842042591863,1.40287533692981
"ENSMUSG00000023913",1140.99101373893,2.64613399474067,0.418110960044104,5.68463672894951,1.31091008215869e-08,2.79092756491585e-05,-0.748478866406219,-1.02829133928053,-1.23375165210072,-1.10082998959186,-0.612656461372372,1.22846117026844,0.428312207393235,-0.0424679807466763,1.40562265330544,0.577279294260834,1.12680096427042
"ENSMUSG00000023947",213.614403441391,1.82502555771612,0.43795002264524,3.79006669790856,0.000150606839025075,0.0143877802691711,-1.31300544231088,-0.717918689982239,-0.682918003674962,-1.21520764417994,-0.357099688646684,1.02864686115647,0.462569589076263,-0.502774988216916,1.17097237803986,0.54740441872027,1.57933121001876
"ENSMUSG00000023992",79.7540919229975,2.32784463366393,0.509198371270709,4.16002382969239,3.18214391660445e-05,0.00542063349681855,-0.832530434191712,-0.731442334558805,-0.889651519953007,-0.594272557044121,-0.548876323546055,0.866781089819004,0.0682838706272725,-0.82696725247879,1.44485523017626,0.0972680000310116,1.94655223111894
"ENSMUSG00000024109",29.2819882521429,-2.06465229061081,0.550495371071964,-3.73809050909599,0.000185423198904523,0.0164485829361554,0.110684405018299,-0.103165336677655,0.798217070681721,1.64317189502165,1.3546109052169,-0.6889581483214,-0.672336887948653,-0.903435724931232,-0.648425244492827,0.614357607106106,-1.50472054067291
"ENSMUSG00000024399",196.159977336712,2.17888937881664,0.512752769523198,3.83251951988462,0.000126837531641086,0.0125555281347636,-1.17053666335491,-0.842322864912347,-0.485295034555666,-1.50051986831176,-0.242591676887749,0.623472432398808,0.52155090765715,-0.343073638530965,1.17173277906028,0.562803180030995,1.70478044740617
"ENSMUSG00000024529",198.781723848249,2.03564456277821,0.468377240504931,3.56786176589746,0.000359906280930059,0.025420300022278,-0.678290552810872,-0.991926968796276,-0.876751849668289,-0.625179919914107,-0.785991033892607,1.88440405411804,0.188113451533897,-0.810611575164357,1.14634725677208,0.67485952346843,0.875027614354061
"ENSMUSG00000024589",74.6220254569941,-1.80576217045767,0.410891307508098,-3.63086881263285,0.000282468743846934,0.0216991324203653,1.26067654207205,1.06879681965616,1.05838755200139,1.13570767561923,0.274359543049126,-0.287831466134539,-0.718114981194686,-1.086894165619,-1.08165288312922,-1.31938883885733,-0.304045797463161
"ENSMUSG00000024621",1287.29814675524,1.73954052093938,0.408487200577742,3.70717430243528,0.000209584698583417,0.0174493897373669,-1.09290938037912,-0.773109701398355,-1.41092222097302,-1.05739648164466,-0.207973876531263,1.38483137548641,0.382972565415748,0.018939394869074,1.45445556275165,0.529859052732856,0.771253709670675
"ENSMUSG00000024672",149.865562156313,1.49006080464954,0.356671876972671,3.98128458936412,6.85438224914945e-05,0.00851257155492286,-0.638726053252367,-1.20455975094521,-0.696804401483467,-0.825156810785579,-0.912793781928624,1.25993325025949,0.440734827135162,-0.422785751415285,1.08832096918616,0.191385696491633,1.72045180673809
"ENSMUSG00000024675",131.354498201771,2.50814105564658,0.574202833037055,3.33875126745184,0.000841558817614798,0.0432293937735158,-1.37491264300509,-0.888104330449388,-0.645018315287379,-1.10235046832955,-0.230818699109959,0.940297434749267,0.353684663207128,-0.515131614490163,1.23871772238983,0.690469042615802,1.5331672077095
"ENSMUSG00000024677",414.007162314025,2.25012247702101,0.459758578969019,4.10373365095976,4.06535473945453e-05,0.0060758718454555,-1.2639292874057,-1.11027552637533,-1.15072450298923,-0.997387598993417,-0.0128010135422296,0.63159893726157,0.458571327991671,0.0199281318935377,1.3557183953628,0.672655909686485,1.39664522710985
"ENSMUSG00000024679",330.61175754354,2.55121380000465,0.479424927333518,4.49956664978785,6.80921288032293e-06,0.0023599465012896,-1.13674808426414,-0.806369713365163,-1.15549914713974,-1.04578034083677,-0.284530621641968,1.15074483258987,0.366393482124637,-0.324656434402122,1.30654733982861,0.509647725403401,1.42025096170339
"ENSMUSG00000024696",114.654401822697,2.07518562143061,0.456036111247326,3.94088368861767,8.11819851657265e-05,0.00937872189864202,-1.43292462191266,-1.08715696141452,-0.690720456477642,-1.18796001478928,-0.286701882420639,0.826730647033301,0.498007714155738,0.259124202266633,1.14578342962769,0.443960063720879,1.51185788021049
"ENSMUSG00000024737",236.178546313808,2.28950199943123,0.47898329820949,3.66857564118606,0.000243905534598434,0.0198310358302769,-1.28478771174011,-1.21601720466043,-0.878767894998155,-0.716840846453895,-0.374820308803198,1.40965556392829,0.419707923677464,-0.319140620366616,1.37996060490832,0.90177435409284,0.67927614041549
"ENSMUSG00000024901",30.0034758419436,-1.87790803246962,0.444843822336577,-4.09360655302498,4.24714763764117e-05,0.00614516905279284,-0.000960401620733627,-0.285206477696609,0.443000544377713,2.17860918774392,1.28942293590888,0.160010514121438,-0.447405590857487,-0.945420818310304,-0.92104785674146,-0.372452083718495,-1.09854995320687
"ENSMUSG00000024965",266.799910618619,1.94417215849318,0.414775015217369,4.28319944180676,1.84224898343184e-05,0.00397899081160648,-1.06586171680855,-0.919395399426288,-0.936182866924942,-1.09803526625212,-0.334359987156132,1.1348974270204,0.376611026345572,-0.384072361397604,1.31808441997519,0.367124230034007,1.54119049459045
"ENSMUSG00000025044",222.542440660804,2.26207487799498,0.427373054368514,4.69865129028036,2.61885156619682e-06,0.00125899177067843,-1.20329475895102,-0.831417686976209,-1.19918343258607,-1.04322744906678,-0.35359561599139,0.933574145001519,0.571296687838832,-0.158015227846601,1.39860111700373,0.586730303519702,1.29853191805429
"ENSMUSG00000025225",922.257151745769,0.851282458569648,0.251632144766568,3.28869951588265,0.00100651417990077,0.0482317711352451,-0.911530112039457,-1.61062239280832,-0.640284912757543,-0.934688911621851,-0.526461462172492,0.858465612853401,0.649208246686095,0.22875431922077,1.05349759493692,0.205332559884626,1.62832945781785
