"","I_V_1","I_V_2","I_V_3","I_V_4","I_V_5","I_V_6","I_MKI_1","I_MKI_2","I_MKI_3","I_MKI_4","I_MKI_5","I_MKI_6"
"ENSMUSG00000000120",37.2167802186662,39.3678489985153,64.6882331136304,47.2393107076319,33.4008155386589,25.5120308919862,43.8876935906263,51.9735012284034,46.8134147875845,30.1850566073529,58.2163908011399,20.548983613608
"ENSMUSG00000000125",0,1.26563764262652,56.6587201412464,0,1.12767601865662,0.763154208078451,0,1.72484597633333,1.79970037703729,0,1.69306702621502,2.00075786946283
"ENSMUSG00000000126",11.5403635736453,12.5714973322866,25.5744384775648,9.95961580378217,7.76121528089431,11.324462178303,13.0928880880043,7.72967824239375,12.6711948703421,9.50746695552377,10.2391887467888,3.34780290929833
"ENSMUSG00000000127",218.145734654863,240.971139837233,197.596217109972,217.44874141374,279.975232501295,256.809986434375,210.831560410157,142.36417214671,220.973939085751,250.076629404483,133.263788409388,261.369066466101
"ENSMUSG00000000131",1276.41271256802,973.923484224262,1218.9501713368,990.297101714214,845.473323131171,582.00918119518,690.968074886826,558.875091314134,1056.97428117355,1109.01309844406,962.880190640669,696.666964394979
"ENSMUSG00000000134",489.05390471744,486.684124407427,661.11490731854,652.817670353454,539.909454617939,316.46540011039,431.850047468158,448.48599059195,594.605460431051,475.058424989192,670.148981903983,361.803177848091
"ENSMUSG00000000142",467.929758985537,600.347632734494,2068.02955005943,306.433728630508,274.316063496352,166.486393294173,546.227230290318,408.408724339244,489.939002286042,152.747274499339,401.53271463196,302.674443097859
"ENSMUSG00000000148",213.534751575769,157.235341623045,184.563163664047,161.549121129417,148.100469361288,144.596255245079,179.723151170978,160.323175006356,174.825531318493,187.762424613798,197.609668591678,149.498420621371
"ENSMUSG00000000149",551.285762361894,488.299346665777,508.149141157801,477.434717330624,387.895862724007,469.556736125172,528.524906024664,510.293170701984,701.292624695177,579.476651390458,663.349627752045,468.159750040101
"ENSMUSG00000000154",622.104980817832,834.450872963627,1080.48452249613,639.252424183606,645.949057189324,795.784454504251,951.201427237588,1227.11789155863,896.286435623813,708.518567828814,605.294605696045,878.176852210315
"ENSMUSG00000000157",6.06918546517262,0,4.28604187516981,5.1944421422785,1.47206384562534,21.4371539240625,0.879176477991791,0.566570209839615,7.24930626855377,6.1412706670572,7.79960259354812,0.855080346261123
"ENSMUSG00000000159",572.764145359709,911.663523338546,1583.11438024327,1108.44625906001,1219.0519557327,2283.3402474616,1128.17811337938,1570.95114495588,785.768532055985,1014.8262466829,632.735378205099,1501.64294568835
"ENSMUSG00000000167",17.995611801811,31.1006460348523,1.79521794434396,28.5902036420843,30.6490690156294,43.5390499703617,19.1687449968084,23.911794441392,23.2977038114647,16.2704710466864,18.9190842372497,33.5015562101823
"ENSMUSG00000000168",1316.61819432471,1697.90192456535,726.712012654184,1702.33994628335,1961.86105952479,1387.98102047317,1199.97334022231,941.261650212311,1351.62851177198,1828.08494116967,1502.69315347533,1242.74512471618
"ENSMUSG00000000171",4298.34486295849,4761.16973591838,5041.34328925151,4751.03316124781,5668.34369301773,8884.35737112435,7200.59972688821,9434.7624717266,4412.2346774439,4286.32241373119,4038.68919583548,8592.0613112872
"ENSMUSG00000000182",4.58302526003482,0.640990131748613,0,0.671673054580569,1.11807736631466,2.27303193752305,0,0.886771493711833,0,1.89784512655149,5.03162932531778,1.34778154709874
"ENSMUSG00000000184",4444.33679041686,4717.40768495393,5363.39569934936,2644.92178376815,2369.90054140714,2293.33103031425,4433.74133187867,5973.92648568346,4381.36287197449,3630.90742567647,7432.77667476511,4398.72767749036
"ENSMUSG00000000194",1414.92279211587,1081.35357249506,2310.62729185152,1155.35864884775,1159.80378375469,1116.72038971789,840.137969171171,929.843218370171,1226.03435168385,1331.5679477552,1177.65425652966,963.048894742364
"ENSMUSG00000000197",2.29910570681972,8.57017598072889,0,1.42101201829059,5.98197826293321,0,4.55511794448295,0.778191893048955,0,9.51817131931302,5.12228175404922,4.00062034766104
"ENSMUSG00000000202",0,3.0615863150699,3.10245527234469,1.54805503362228,2.27699026573678,7.08599687362375,6.35288072396687,4.98140009315229,2.92549117808018,10.175559331432,0,2.92551559350031
"ENSMUSG00000000204",263.727279963756,503.396468735061,362.806230127272,291.927007195856,617.284001416332,701.493367871226,310.57463705498,282.758492398659,123.945629805931,147.084653957588,62.1818916259832,675.722414129747
"ENSMUSG00000000214",0,2.07508761930452,9.52325528366779,0,0,2.47821909597155,0,1.52215925585464,0,0,0,0
"ENSMUSG00000000215",391.361723305219,0,0,0,0,0,0,0,195.411776427773,0,283.317870579882,0.98502291339829
"ENSMUSG00000000216",186.64376513327,143.657954986614,0,117.416839915071,31.5527880598826,159.961669926645,27.6860352558885,69.3856301890938,379.937577780958,41.5253443246438,136.925974442335,92.5721547982745
"ENSMUSG00000000223",7.26056054298266,11.0389439924649,1.32882535088779,18.1735109635133,17.8123056800797,5.77422186891333,21.1046413202542,14.4888838215587,22.3065667473043,37.5264213922452,22.3818127720187,9.39186371859471
"ENSMUSG00000000244",23.4944972537702,17.043900116426,12.3055952636416,36.8381869930211,22.144187077351,48.9468622923786,24.9209868473729,35.6925655913525,62.1052835919566,0,14.7748410173943,76.4435246665258
"ENSMUSG00000000247",0,0,0,10.362510147413,0.818570473614216,1.75414807351913,1.56010293016164,6.35173958241332,0.56182662016535,0,0.516329768680889,0.770980375148772
"ENSMUSG00000000248",1.64432704399624,1.44707163022367,0,7.96231624741832,1.74384950263739,1.58163573000666,1.83418168463961,1.57886865757978,0,0,0,1.90486011923571
"ENSMUSG00000000253",115.209253044141,282.856328688229,28.7100318184072,109.764017868507,110.795227698963,151.10318221357,122.96359606913,231.662553364943,137.35216368796,93.9720076888093,213.962248344025,135.226740547159
"ENSMUSG00000000266",570.382732948913,645.052891432558,425.333467904389,577.310654984612,668.497233775874,248.951215163575,433.33254414443,310.063617718211,703.170892181333,728.510965946139,589.673606305015,433.132947148078
"ENSMUSG00000000275",2447.24303611276,1899.30135536788,5964.62548319524,1874.29131663536,1940.82352008541,1356.5534065101,1899.83997760225,1822.24819647521,1787.19212298461,2601.64644434328,2217.10279889737,1769.57970702226
"ENSMUSG00000000276",79.9599875665188,125.926504291787,60.7510064363878,113.601017599556,97.5650076600008,46.2446032142417,89.8602010369652,90.4381751069555,124.900376384077,98.1725610470852,93.7546477524553,77.3666607305596
"ENSMUSG00000000278",1201.58643027097,837.650361803274,1183.12899615985,1282.77173242102,962.869426481046,1076.13731079515,853.782480437351,688.121550579959,1453.90852688279,1612.72619748272,1182.37322438507,1179.13022849548
"ENSMUSG00000000282",485.737421617195,404.73324674052,488.863878611299,351.455028725085,249.858849128613,190.471366925664,258.330140975063,275.584311440488,539.046518624924,328.641812226882,347.552594806123,264.992287901603
"ENSMUSG00000000290",1409.60898375141,909.064829147657,377.498829035692,2674.80309713162,1109.19153555148,1610.01900090972,1146.92948941189,1141.04136884473,1960.57151575461,1620.21580810933,1282.52931958938,999.67380896903
"ENSMUSG00000000295",178.661128723826,194.06571376052,146.352441556475,217.365314558821,287.656245184009,414.901721705406,346.387698536,514.925904681495,191.47199418626,193.777645889667,156.269056538877,347.920523854214
"ENSMUSG00000000296",0,3.87375684484954,0,0,0,12.8242358656348,4.00453510161815,0,0,0,0,0
"ENSMUSG00000000301",62.6697352217603,56.3976104681,20.3724543811001,54.2529134841083,88.5258136354172,104.805125200383,75.4190992849374,134.317677868385,36.8210899666216,45.0028875478237,59.4045385031933,87.680033096707
"ENSMUSG00000000303",16709.1931583758,11842.5187602855,15971.6179799138,10154.3893031809,11781.8501038665,7035.5636581399,10606.4047211179,9947.82912554384,12395.317745692,17458.2138436043,13109.3921630887,11020.5482730515
"ENSMUSG00000000305",5.90531615845933,2.1534020757883,2.68103323695287,1.70325604347178,1.89710797351366,1.28407876962347,2.3464065157146,8.87207493106002,0,1.6067874140129,4.33178259551182,1.12649645252475
"ENSMUSG00000000308",12009.1782411675,16334.5295101996,14086.9751021599,9474.90363365506,12243.8235926416,14104.6836397163,13328.3462174682,20305.0219918732,12233.6130485033,10611.8837857447,9679.21123059396,15147.2451976902
"ENSMUSG00000000317",34.7474090315036,19.2955631006049,10.4337187035001,15.1275348259053,11.334366884353,14.2917883827445,10.8186218461599,14.6442015667862,23.7472332934228,21.0577907262239,30.7907467498568,13.3381353577051
"ENSMUSG00000000318",104.450769019864,27.1993931302339,25.7784677068638,84.3986131289636,19.4347123881442,118.026696699301,62.647101822093,57.2231317615335,97.3809339593818,21.1646433887021,84.0723546600566,105.609619951434
"ENSMUSG00000000320",49.1893138047639,25.9667350130558,16.7138876001687,23.4093963584801,9.24773213371161,25.9928247383252,58.6782411984294,8.65353550326887,18.5308210135471,14.067972964354,30.777112851144,10.6064313815373
"ENSMUSG00000000325",49.0226713627461,88.6661652952356,138.694831043189,34.4604995829085,56.7113781842443,97.3026075568325,60.8748776024577,62.5121336421932,58.3579874644444,76.8438203435491,55.8640690742373,30.1769657442396
"ENSMUSG00000000326",1103.6676671919,1330.23239232994,2114.90152731665,1196.31221656021,1264.62151301121,1578.13332110059,1502.5051821627,1819.73368823904,1196.43421530325,1045.98721541285,1015.42096238271,1758.85345477708
"ENSMUSG00000000339",433.540726915343,481.949556867051,538.077745318878,585.47543077123,509.814209762353,741.314631470759,570.085856643945,649.367402620532,455.544896187011,471.623725218842,447.585855567948,620.603469937133
"ENSMUSG00000000340",384.39621742202,426.113858798241,330.355985976555,322.754118578286,387.883453393093,251.092353825294,331.384752355159,267.135048370678,268.355252332545,315.541234693642,285.876375438424,331.349969181663
"ENSMUSG00000000346",4118.64574333956,4136.77965414294,6470.62058114552,3822.5420950466,4087.44374376977,5137.52749336334,4857.26168263588,5275.15492640111,4405.34758000041,4026.52167271952,3928.94453964036,4135.56976793564
"ENSMUSG00000000355",207.139729240035,255.869988680311,246.331497224893,326.011813392428,324.410521353414,537.956260983681,503.321259474481,489.50040973551,258.766660071418,222.864382121888,236.436306459476,461.068990436295
"ENSMUSG00000000359",17.4210597086511,17.2707070142031,10.4555885945536,16.3652826021856,33.7668276076756,18.5051120607954,27.4474616903524,44.0035339846785,28.9658812731211,16.1424796550294,33.5991618719053,34.4975255671239
"ENSMUSG00000000374",1941.33119219903,1986.77059557685,2458.73801250503,1767.53087778894,1725.53741188283,1345.01812516944,1284.291204998,1363.5637485421,1632.94631811423,1813.50391264574,1898.07120137906,1456.94223239633
"ENSMUSG00000000378",548.483180718453,450.502383586073,363.349913097426,527.546951946287,513.878184774541,663.668002553737,446.115216265594,500.024051145101,509.928542133622,468.214216595458,539.157497568248,513.692122608198
"ENSMUSG00000000384",812.028183712296,1377.97889074381,1051.28769641457,1237.40078407963,1191.24559034902,761.673358032099,771.693198151937,609.660888751651,514.544268238223,1435.37297690369,850.628729607133,856.905535345413
"ENSMUSG00000000385",7128.48607855702,8917.63296899189,1792.53093523405,8072.92623861148,8763.62767095104,10562.9296673633,7515.96496715465,10031.9126651112,7478.99177546704,7065.68923524073,6886.28609457128,13135.1740525681
"ENSMUSG00000000386",4.39212123710878,32.8098914157214,153.682915252826,29.3737443119302,31.2314621119407,45.9537947169423,44.3820550202678,35.4350723154359,74.5981704777422,24.8294880037273,17.1240850537234,63.5408670640328
"ENSMUSG00000000392",18.4164833609092,27.6658336031951,16.5043487529623,35.4393274589235,15.9651329431235,24.7854526622237,59.7935628518026,71.7558794749016,18.4600243584116,12.7204868782486,24.7022814691638,44.0856421578637
"ENSMUSG00000000394",198.548959477215,691.548323015491,822.48776910841,215.361693017966,646.914239774958,207.04922918328,316.781531422925,530.460230032173,411.565772945481,203.385555759656,698.421966493653,323.576154755484
"ENSMUSG00000000399",1112.34747098583,1253.29478120509,1299.95704202073,1344.54811979355,1384.85949196345,1738.48345460446,1262.3342975099,1262.76192538044,1452.50029719389,1457.25782542814,1158.84502766717,1678.15359534684
"ENSMUSG00000000402",4.6851322798306,6.537298146786,0,0,0,5.27996969267277,0.65226477038327,0,0,0,0,2.00210988701199
"ENSMUSG00000000409",486.516423663605,419.451770211448,133.699746628047,974.984662381025,334.182739892667,842.042423793079,601.545665616487,729.638856987995,578.177893441555,273.538364011401,339.738879426263,623.21831737402
"ENSMUSG00000000416",29.4405394220359,151.044230041939,10.9069554246385,39.6465128394039,93.7412098013161,9.36699254540122,62.5602842298491,54.01531661184,108.364302480159,116.198121525974,320.48461360417,29.4297310756001
"ENSMUSG00000000420",3725.42426465092,2077.70752967442,5202.67240415061,2757.95884600268,3167.88921936083,1557.51430684405,1619.10191916802,1029.67661389036,2610.26740272932,3387.08291987879,3144.83806471426,2057.99365499816
"ENSMUSG00000000439",279.92086172376,265.152065174337,323.913098892256,277.135354853373,237.749536944409,327.059692083497,231.54824615275,305.920244563759,241.094910501348,274.017646973143,246.814369223572,277.699536665348
"ENSMUSG00000000440",580.041725508892,673.834660470485,179.8288038942,301.889184135691,657.141659634059,586.200416747751,689.371000138197,590.538864851288,473.789933939154,324.684860081266,607.024926030166,472.538715934603
"ENSMUSG00000000441",1625.8669725209,1247.51543423802,1796.12444000204,1416.63795242977,1437.61767332518,1286.04668524282,1028.72723559929,974.453038227217,1070.65328820039,1450.83242031047,1146.53254897811,1129.2069255744
"ENSMUSG00000000486",364.585583653155,224.579782643537,142.15822730715,445.193050930507,183.587824926158,455.448754164628,309.444691136156,503.52772918324,325.584910355775,161.266755197115,147.158335403802,352.04529574969
"ENSMUSG00000000489",129.023478542402,90.904034640152,93.8313030199223,83.2874147583646,79.5930565199424,86.7072479038842,113.397619790657,145.48980222975,142.084843872425,65.8404891522732,151.925116944865,97.5126469905344
"ENSMUSG00000000530",572.452212995451,242.640136898162,187.727134620765,409.813335825328,225.889478408917,187.639349246693,246.91323904409,187.13638140979,389.351924285113,362.396858941548,663.632238781599,283.89663985779
"ENSMUSG00000000531",47.9932273167059,59.3586753245607,39.0721396982262,64.0341332008864,35.6339929670659,74.3876295525521,68.1233111425466,98.0072673260801,54.5941128804019,47.3012849107499,84.7492167406194,50.1926134974968
"ENSMUSG00000000532",949.372067335127,1213.21398403433,1334.29587505408,1119.49790647811,1098.67149181845,797.87169831083,1027.62120826166,883.832614258108,1327.52133698357,1137.14375323519,1147.05817584131,1027.13739727197
"ENSMUSG00000000538",681.050053888984,816.700367644273,2406.36092862355,813.680369712124,716.787265035526,579.12205621812,702.632292174009,826.666461523918,833.35744395127,641.365523618505,726.405025238621,567.100199732223
"ENSMUSG00000000544",10918.149796491,12257.0781638535,12554.2487402884,10719.9091197672,12288.7513447469,12494.6283109141,9086.55997377086,9647.65182014569,11212.6311245475,13017.2341075896,10053.280550366,11909.2269553667
"ENSMUSG00000000552",134.478132130503,61.5208764826847,44.3600775407802,133.830540634079,70.1284868872791,116.558610849459,104.090637289503,110.857418982921,220.937977146761,157.265260423216,164.311969631928,82.8602083717584
"ENSMUSG00000000555",859.651494467025,686.956512045805,243.79773938516,756.880153827,458.871287870371,435.300526283447,539.37649563641,814.065309267062,487.992545852399,610.24318408475,838.951751682012,335.358076186757
"ENSMUSG00000000561",884.056512070356,834.377720832259,637.547656919293,693.678415133432,872.904394963425,539.434153148821,546.677032843379,552.861441665515,514.325652687995,1072.24212414883,852.246397826095,697.39270835734
"ENSMUSG00000000562",13.6339786684262,3.32140911715273,4.85304177085951,12.0542885252956,2.60025912393161,18.7686777334374,10.6329652390334,21.6806189234785,16.634056803895,14.6840558967974,3.32630563633774,5.08117254883786
"ENSMUSG00000000563",4702.02410096,5647.11586991237,5723.22466861855,5240.4073247061,7213.66004435135,10093.2678402711,7873.62259770934,10372.8232423057,5110.00517812551,4902.87771818803,4354.90972420665,9351.99842462275
"ENSMUSG00000000567",583.509982946052,502.483863226106,269.810778530146,290.46028998252,309.716214221875,219.916090545122,658.788960426491,725.172363068137,552.250031523397,490.380425567922,561.49583333237,478.007233857472
"ENSMUSG00000000568",1952.80745647274,2022.9458134295,2239.8081324909,1834.02738437911,2112.04616822566,1139.34822836454,1144.58708696806,1340.84393860685,1500.96993497896,2139.05346392585,1564.30786791025,1591.39793097727
"ENSMUSG00000000579",0,2.20348142700889,18.9231216716679,4.44909185742938,16.3970615964,8.47768180175543,11.170477937644,4.37340340079121,1.3959452684454,4.11964740485692,12.286839735197,11.5943823177714
"ENSMUSG00000000581",522.137569195485,745.685841032313,930.45751163851,836.11707511184,902.687285008161,1219.04865506616,964.932435302331,973.63585467367,515.269807989446,666.171600719871,601.913298816074,1072.17842563443
"ENSMUSG00000000594",1312.28457946305,953.423274437438,596.456160956034,1593.77313044057,823.577275770148,1357.72437980591,1316.22475983371,1546.67828908763,2039.37357601768,1430.6850568612,1478.60687667399,1366.1492217801
"ENSMUSG00000000600",254.994588881242,300.788147817581,364.367489578017,326.308136975156,339.709464284188,266.681417009961,300.82526731592,264.242288069743,289.317704411129,193.026265065299,257.255338409508,280.308805877468
"ENSMUSG00000000605",1151.23371666092,1127.9930733994,901.231873951364,1006.5551659948,1126.77425013214,991.543061138846,1247.51956249456,1106.69232631997,1235.94813205132,1251.18203607101,1115.3171413247,1028.69220207776
"ENSMUSG00000000627",188.206665454184,10.7420483653506,7.20126737946404,14.7286994830507,8.17488009584313,10.3371050993808,47.7557564922122,19.1872375766418,21.2638175046713,100.762098925807,16.8470064571591,9.87779627598842
"ENSMUSG00000000628",8753.88069528798,3354.6919898193,1167.24881707245,5041.21671912029,7867.60633492362,4540.18944290613,6893.75202747891,10367.2656538535,3103.00246106414,5865.53756794364,5145.91096429719,4327.66648127646
"ENSMUSG00000000631",3492.91015570949,2416.65622054341,4600.25714495928,2826.04909101555,2932.58071624535,1348.16164455237,2151.44608336198,1997.81623696795,3203.687095559,4922.47576675729,2766.11602400498,2727.4535005164
"ENSMUSG00000000632",8.17842528473445,4.42566189094942,4.80039673168357,1.71522876808861,1.80228806083988,0,4.92432134103875,3.29690081290693,8.44080675250349,2.59719131243032,5.60664100039707,4.47801541971189
"ENSMUSG00000000673",0,0,2.09166008795064,6.69477830810573,5.59649531059501,12.6938805342836,6.86381337943329,7.0510890289641,0,0,3.43792959838011,18.9858034699866
"ENSMUSG00000000682",875.049047401323,442.758715382609,209.310651567514,1371.27228847844,631.519986364922,2326.32944095565,1319.2241462413,2337.32287888967,1325.16694074026,819.11893026718,774.879794576329,1524.23366889933
"ENSMUSG00000000686",41.353808022037,24.9174503646541,23.3003334008574,44.5013651399233,31.3255446244781,36.4660973762456,28.8885640349425,39.2538304078852,55.3123347063449,56.4181317235379,51.783108461645,34.8258063782428
"ENSMUSG00000000690",13.0982809604123,5.01693591533145,147.407500924378,4.62882987927019,6.26367103285576,11.9493109057071,27.4043346216289,29.4754320939105,44.5004429094079,19.6372649801369,21.200663489501,9.63744248923536
"ENSMUSG00000000693",138.183759633565,39.2339352653487,25.2873356890538,52.1681783741379,35.8604996050833,27.9788315674952,42.4963108595926,40.8342534218119,122.356911585748,52.0032093358003,44.1553813232735,139.805781552853
"ENSMUSG00000000706",13.3977727290801,12.8277494913656,1.95195439852551,13.7078669020967,16.7812661753226,7.06717269217896,17.7216462190148,0.764716107259219,8.65485226180387,12.7240998139998,1.63373507566768,12.4804480554445
"ENSMUSG00000000708",753.620939413745,916.998725162608,1152.13470244253,871.022447630326,1006.32341096161,496.928517048287,559.056878526954,432.017420986224,817.927694238933,538.519891222913,1103.87154954535,611.114792714718
"ENSMUSG00000000711",1253.41530421424,1449.92461492122,1672.4763986591,1264.21965568956,1256.90604131306,1306.79991274706,1152.01425363413,993.896259711668,1585.07097720786,1294.41579211745,1460.48106449457,1239.78663272226
"ENSMUSG00000000730",27.0041218900833,2.32136628660957,2.35995959166818,4.30557033130063,9.92018989766113,15.7927334087108,4.0686055010093,3.98190758836206,6.88683732522657,5.67504262524319,15.9890341284654,9.05168341230947
"ENSMUSG00000000731",0,0.809582238282312,0,3.38635390158418,0.949473625279249,1.84105771069872,0.925413842238113,0.589095549219459,0,0,0,0.441517848080713
"ENSMUSG00000000732",162.277842913333,166.449854880103,120.690244911816,191.896788140356,126.393981924253,234.621486792679,156.157043012325,92.3964242465723,232.00501756533,142.674489067921,148.132422083878,144.350752755662
"ENSMUSG00000000738",947.369380822452,1096.08851770052,1191.3291492542,981.186977517752,1020.0400186245,1082.72338080488,1072.90544721262,1255.65404197177,976.341090299535,1011.49565577933,1086.27018028892,988.142637469657
"ENSMUSG00000000739",11.4547926420787,10.9188053491405,14.4484036510098,7.72524544545909,15.6113855653175,16.305321405095,11.9306502325721,18.7175853797143,37.3322081729927,65.6633357664555,11.2472969852351,9.60494207380783
"ENSMUSG00000000740",2633.10790610074,2692.85441411362,2699.62214463792,2348.37817861684,2754.49393818894,5476.46203925555,4517.38182469289,8186.47855909694,2217.46546081242,2520.1416308958,2491.39720541732,5059.46268888223
"ENSMUSG00000000743",2740.09612721642,3401.21454267949,4106.29813073304,2862.37991394824,3019.77417040473,5635.38086735512,3373.46763084807,4293.9055440702,2861.91300378796,2482.59553648536,2456.29610991029,4508.97648912019
"ENSMUSG00000000751",1023.68432808859,940.480308560962,715.255206831737,1257.97735756537,1187.51783575238,1032.00258165832,1079.09911194084,1087.36878237961,958.401535620798,1394.53705103884,1163.77156155503,1108.59504124241
"ENSMUSG00000000753",205.529531737318,30.9629147208545,25.2845185888881,96.5912209555156,67.8372009978717,49.4596001733182,27.3130668450079,30.6742195850576,116.100233337631,95.5549398875727,123.140071264965,44.8573027710398
"ENSMUSG00000000759",271.206600640219,352.06769033904,546.911447579571,544.62665721819,363.134355784055,374.822650617672,341.483988670009,322.334077403046,449.957584129509,377.761263232948,339.816178138097,428.686077654678
"ENSMUSG00000000776",201.159128998102,226.214575625753,134.048282841173,177.131873449748,230.221496422496,162.86651318308,192.529593138075,152.008626355574,137.373758633743,155.187720455307,154.850932130894,176.756039482639
"ENSMUSG00000000782",220.874358941322,198.391540097843,151.787809851251,212.591981769185,148.223446558829,127.675528134508,273.623153840568,311.878382585335,288.864848118632,186.689173418372,298.826130959906,177.64408410712
"ENSMUSG00000000787",7282.81030715961,6890.15506772804,8208.47403461969,6171.01689080863,6154.77412588165,2352.71779520952,3997.67849276017,2967.36776773028,5483.12323270415,8017.41497097849,5999.76174514514,3711.03733664241
"ENSMUSG00000000791",0,59.5356679078073,39.1243851819878,158.639625678651,84.4802299904139,147.982817332129,125.57345657956,123.590186452369,133.098150929007,115.282967936397,39.0718870624534,83.8418780775805
"ENSMUSG00000000792",6.88488046420438,1.23452917654915,4.21366083611894,9.1558051681322,5.95315283314186,12.1350661303111,5.69846715456788,6.44281390241063,5.31166350361932,13.2588860645852,0,8.03314141778203
"ENSMUSG00000000794",57.9614054656174,60.2522337155295,44.2174916109472,32.5815788646964,30.5853993759388,12.0597020452003,14.5654161385242,7.00312893764555,78.6648879606538,49.9055348730867,78.9589187859597,17.9195934263383
"ENSMUSG00000000804",635.87930398881,819.678142021762,1440.47769016039,588.798974477588,633.221856499326,207.62617835733,342.888013807799,162.791653868911,866.060451810306,892.553261198663,646.146831607186,369.043345758326
"ENSMUSG00000000805",1165.79138271787,8872.57620170775,3806.46181462255,4480.38909812703,5800.05120403171,10192.2402475487,5716.90698393761,6505.52414870784,2811.10745327557,5418.23331659297,1938.38702139391,3752.89317953662
"ENSMUSG00000000811",139.98795304169,143.085740483663,129.197547139329,83.8626309141433,92.7281810350079,76.8408874544318,89.0954364519098,116.375871674553,102.622247549161,119.6402857547,99.9067521760565,88.2071260374086
"ENSMUSG00000000817",27.4033489200638,23.9005398690875,46.5877005919404,77.8800236064363,18.7759188355282,69.8166876615244,42.692466743867,122.239528399176,22.6238254082966,49.642048721141,23.768872253463,58.077619171987
"ENSMUSG00000000823",81.257713316763,311.709606526116,89.1291753189209,361.14958890655,167.98273480511,93.9475728895419,167.834072296452,127.917686788843,291.991697743217,124.100518141883,169.653660743516,148.716669467877
"ENSMUSG00000000826",2639.29201918973,2772.91223660277,2629.77790415515,2650.95879907067,2137.05487991212,1551.32165052899,1168.79581544516,1006.35218614227,2950.12629959184,2599.85576569718,2561.76490619941,1609.35197193853
"ENSMUSG00000000827",680.066980969666,831.420772083778,721.429198611165,872.662488276739,796.955775852264,1514.24111622803,1227.10432348443,1714.7359525964,785.666384346637,759.368748098179,760.247261034195,1309.44854356437
"ENSMUSG00000000838",919.7583562074,1027.24955249229,1272.16443282559,1041.82353501076,1225.79698757792,591.729234171904,898.864805050077,633.406306279651,910.539366812192,1125.19764967527,930.218305462766,831.163485095382
"ENSMUSG00000000861",116.74268804212,132.251100981489,124.461964913115,106.036365273407,149.593778734422,106.873304740024,102.915371165422,119.98532971508,146.251366125553,195.998501302923,158.253934808161,132.044259158063
"ENSMUSG00000000869",4.72761281115544,1.27181106848837,1.13725357936828,2.05833367727484,1.17748445238389,0.736642779740369,2.52450408265994,0,1.80371084857976,1.87177457599093,0,2.58658532770351
"ENSMUSG00000000876",230.314497975337,269.425916224772,406.021943601515,281.097149243038,260.13880205731,334.502628090071,308.758183894368,479.927847402861,261.353763670543,166.192537765141,199.23445530637,369.661495191338
"ENSMUSG00000000881",1161.19475751926,1214.57080292302,2752.6241662132,1097.19494066725,1594.05074083645,746.740306830437,554.056296368316,471.340398136266,655.698194082339,1270.65129949222,917.666719189235,927.749168330198
