"","NI_V_1","NI_V_2","NI_V_4","NI_V_6","NI_V_7","I_V_1","I_V_2","I_V_3","I_V_4","I_V_5","I_V_6"
"ENSMUSG00000000167",5.1177529736543,5.03418926375009,5.33836479436178,4.98739678333101,5.51143049280224,5.4134265504762,5.90451023017192,4.10715345080393,5.8373764828247,5.89673969168739,6.27042391926081
"ENSMUSG00000000168",10.7910297906436,10.9031247949852,10.7275494259227,10.998609769854,11.1761234905021,10.728146908449,11.0670544725537,9.85403341053576,11.0939537278003,11.2833116006833,10.8008091296866
"ENSMUSG00000000171",12.8194515617792,12.7903055628631,13.3111156419263,12.3368812616685,12.4188082002091,12.372305640295,12.4952640292115,12.5691934830917,12.5155193095577,12.7558158135802,13.4141559306515
"ENSMUSG00000000182",3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,4.46942819696633,3.83599173805085,3.45187409437582,3.84820487310179,3.95979704024806,4.17518245619303
"ENSMUSG00000000184",12.7105212800896,12.7090597469765,12.4999448394188,12.2585029728234,12.6359474668293,12.4206322211038,12.482327847195,12.6585556360642,11.6751133999695,11.5043715505467,11.4689356121664
"ENSMUSG00000000194",10.6641742854724,10.6526704708772,9.78328601849385,10.6304720703737,10.6425803096927,10.7760039708672,10.3699262038774,11.4444759422887,10.4869610853124,10.4790620968245,10.4367869842548
"ENSMUSG00000000197",4.41774810111463,5.03162419489825,5.96757548638042,5.37479879408072,4.56243062889901,4.17587049887623,4.80277047261205,3.45187409437582,4.02317749006479,4.59596912137642,3.45187409437582
"ENSMUSG00000000202",4.15077823469873,3.45187409437582,4.31141258185734,3.45187409437582,4.31489427454965,3.45187409437582,4.25552746403158,4.25847663623728,4.03156275864,4.14952064445956,4.66370630891312
"ENSMUSG00000000204",5.14968327187954,6.2876606632888,9.02884009506175,9.62420710163705,9.31471580767095,8.42081528793625,9.28674064891982,8.82540931446749,8.55806972932415,9.58133795038542,9.77232784305987
"ENSMUSG00000000214",4.10502352257879,4.17974732682643,4.44831768495017,4.12289171049806,3.93510625314984,3.45187409437582,4.08523195771726,4.76942991316954,3.45187409437582,3.45187409437582,4.14804590994824
"ENSMUSG00000000216",9.61809065547327,7.39069558319848,8.48741446246647,7.68109019697208,8.13177969623784,7.96426730323861,7.60067737234123,3.45187409437582,7.36398387229217,5.85905494416057,7.75938440844696
"ENSMUSG00000000223",4.80323024157737,5.04815489048184,5.05829902221484,4.8585338485663,5.44485142766761,4.79311251804344,5.06610274994204,4.03592233493506,5.47952205546871,5.45386883970298,4.6552257637502
"ENSMUSG00000000244",4.26972638217073,4.30568325835909,4.61348870003581,3.45187409437582,4.98777450203467,5.58985548926361,5.29882116369013,5.0437996424514,6.02515846818343,5.52776553325465,6.32572683546276
"ENSMUSG00000000247",5.25707819390712,3.45187409437582,3.87461885344323,3.78581287936224,3.79373753980214,3.45187409437582,3.45187409437582,3.45187409437582,5.07380897665212,3.92770898242119,4.14767389823941
"ENSMUSG00000000248",3.45187409437582,3.45187409437582,3.45187409437582,3.77226703034273,4.01780329710526,4.04012598735024,3.99963044888438,3.45187409437582,4.71434399228477,4.05447773427528,4.02844646213488
"ENSMUSG00000000253",9.31139457882279,8.81840217095207,9.08928598993544,9.0836025125041,8.01748587642261,7.33287514948996,8.49091674413362,5.74930014427777,7.27148852668613,7.27142765997353,7.67730388602368
"ENSMUSG00000000266",9.95607390580694,9.93320681371611,9.37298136482712,9.83736415528923,10.2471429980968,9.46899951775331,9.61796195703524,9.02944838784514,9.48522842398718,9.6776605400005,8.3255979714954
"ENSMUSG00000000275",11.1922722234822,10.9275919482456,10.9264433302792,11.8165006168773,11.7814890184213,11.5597320592606,11.173181761735,12.8065606986035,11.1774242478166,11.213845841605,10.7143279693502
"ENSMUSG00000000276",6.7533433459426,7.22503231567153,6.92171560537309,7.21329124196116,7.32107154953333,6.90232619959311,7.44393976953563,6.55402053711402,7.33408912418665,7.13262050171662,6.27313183387587
"ENSMUSG00000000278",9.16564072722564,9.63235469395735,9.38993640049146,9.11618394965979,10.0377873513057,10.5482422567111,10.0131858383963,10.4943399756281,10.6405673732864,10.2199042426968,10.3890741294825
"ENSMUSG00000000282",8.66408886347618,8.48618064043096,7.58707692272525,8.70969721717792,9.23685630752989,9.18246964525077,8.90685767315663,9.16020916841727,8.73515315813959,8.25923857598471,7.90889785000226
"ENSMUSG00000000290",6.45361958308898,7.26989463308527,7.28559291014524,6.45516525567621,8.73808527662785,10.7683145571606,10.1217053582674,8.88461327280434,11.6832273752953,10.4133706201709,10.9553149702324
"ENSMUSG00000000295",7.36010069890627,7.95853022075525,8.59102432663974,7.65348971333467,7.8223440947725,7.94299762388946,8.03035003526844,7.65290263927119,8.20314095522149,8.5689891034208,9.08352155648544
"ENSMUSG00000000296",3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,4.37618582264192,3.45187409437582,3.45187409437582,3.45187409437582,5.08651476471166
"ENSMUSG00000000301",5.77966201216572,6.1065874078163,6.55658416670903,5.69007989983959,6.143164797551,6.57914400131967,6.44071845957574,5.42389507392365,6.41552626874051,6.97509147858507,7.19216198452612
"ENSMUSG00000000303",14.5996669785806,14.2799372438841,13.7600609221227,14.1292193407122,14.0677377996432,14.3291012552667,13.8090124495018,14.2316988962506,13.6108705486036,13.8114446480042,13.0807408485932
"ENSMUSG00000000305",5.01427222489206,4.65802278408906,5.01138852142854,4.79056708339453,5.69754737265074,4.57035777520831,4.13225183837624,4.20724246301066,4.06299283398598,4.09332189685179,3.98311177756458
"ENSMUSG00000000308",15.4537436840287,15.3651292562635,16.2567372841465,14.8113086333744,14.8480690241834,13.8848950735917,14.3040669846356,14.0824742234152,13.5428172464231,13.8985489328791,14.1140566770376
"ENSMUSG00000000317",5.20148944382943,5.19164789414275,5.13005720772765,5.41275332479462,5.62302870747678,5.96574066780022,5.40185475825596,4.92780644418727,5.21607488840229,4.99383522218725,5.17081788994234
"ENSMUSG00000000318",4.65941376598489,5.6300748787643,5.72278957696851,5.60265134550275,6.08028961067649,7.22420656394951,5.71413074714162,5.6584748923978,6.96180207471145,5.4177477751199,7.37535448722331
"ENSMUSG00000000320",4.70286713251776,4.98047261968112,4.76499927658236,5.0420333131559,5.66141595764755,6.32590203997553,5.66042698056842,5.27299384971867,5.58018319977195,4.8517859173755,5.67525961201197
"ENSMUSG00000000325",7.80030713759929,7.08464538334389,7.22373928480285,7.06928266162467,6.87002215385238,6.18920768075047,6.84075657327942,7.38393154461846,5.82840678316903,6.33624627102114,6.97033118167515
"ENSMUSG00000000326",11.0841342112553,10.87625176429,10.7284789000282,10.5970355453955,10.6126138141761,10.4140722207728,10.6557598296421,11.3092145246809,10.5279084676028,10.5935020381018,10.9205191583502
"ENSMUSG00000000339",8.95407034625455,9.28073589711388,9.46321799381027,9.07077375143275,9.19164861248967,9.11168139652713,9.23552154337164,9.38105079628655,9.5298268457938,9.32330909844614,9.85957337359089
"ENSMUSG00000000340",9.28713443527232,9.54605614003195,9.35393148773416,9.51294941562504,9.41320577401948,8.94325693367034,9.0626090181718,8.7041553091626,8.70236150773169,8.94209565603579,8.35923481424551
"ENSMUSG00000000346",12.4533830730407,12.3284461763518,13.082166040071,12.2353841839693,12.2435870448439,12.2942321685744,12.2765589354663,12.9113963942319,12.1864009718387,12.2691283900318,12.6093319967342
"ENSMUSG00000000355",8.22156349002224,8.34733617743025,8.9777002956692,8.07892973234854,8.3615171518916,8.09266029068259,8.35351633129865,8.29458455661821,8.70492604840028,8.68532479449152,9.39617633429184
"ENSMUSG00000000359",5.64020682202677,5.43044807438194,5.51030710351238,5.71646354101828,5.15433864437263,5.3324279045202,5.3115543277938,4.93103003815267,5.28092026701507,5.92959382008682,5.38132311875396
"ENSMUSG00000000365",4.32417765125249,3.45187409437582,4.32415161274181,3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,4.27877751110121,3.45187409437582,3.45187409437582
"ENSMUSG00000000374",11.156178540046,11.426615600417,10.5407997564311,11.1095376497387,11.4162690236144,11.2321999815573,11.2414061941908,11.5381751993912,11.0974972682189,11.0497344172447,10.7060194246745
"ENSMUSG00000000378",8.98252013857081,8.76805402860143,8.95809610983759,8.9307597100486,9.01177049908485,9.47476028329572,9.17710429705783,8.87177353207773,9.41968419202844,9.36989592312242,9.73965625658671
"ENSMUSG00000000384",10.3391261624481,10.3011569773068,9.76243018706644,9.95750525719726,10.3902820099467,9.91827126602684,10.6441155117228,10.2516476971866,10.5141542632803,10.4467915378822,9.82553730009501
"ENSMUSG00000000385",13.7574381808633,13.6043145609668,13.5402126870823,13.4264445786208,13.6792654608122,13.0988073764474,13.3971104925152,11.0857937666624,13.2772017524097,13.3818547676158,13.6624161320694
"ENSMUSG00000000386",4.53934329846754,4.96222175895979,5.99285014241694,5.95661456941544,6.00429932963603,4.47681519573451,5.96049937299823,7.77069538406449,5.86616829877302,5.91776644688141,6.33177272405457
"ENSMUSG00000000392",5.33550251085103,5.02656257956711,6.50049044622756,5.10333965338691,5.94171336912711,5.47296397126031,5.83424274981365,5.36017591287352,6.10140491114709,5.34298037216698,5.74247509491082
"ENSMUSG00000000394",9.83391416729678,9.63656772690402,9.54138597324312,10.384720783883,9.51626777539962,8.04375076358149,9.73508405543235,9.97129660947284,8.15137587290007,9.65092941314455,8.09713065050031
"ENSMUSG00000000399",10.859667453596,10.7819970567246,10.8495889355616,10.6408560062855,10.873933111033,10.4412008215649,10.5870303425723,10.6308609394511,10.710141927165,10.738826014761,11.0747305147674
"ENSMUSG00000000402",4.07430424562337,3.85543416645212,4.08524355528493,4.00316170242401,4.74126388020101,4.47550890184566,4.64223715268755,3.45187409437582,3.45187409437582,3.45187409437582,4.53489084510153
"ENSMUSG00000000409",5.48722041988387,5.86842542431157,5.78265310431856,6.02427827587799,8.01166698634622,9.28358856928105,9.05440806077454,7.51464683205125,10.2605394054578,8.75063172464086,10.0512246699291
"ENSMUSG00000000416",9.07069813934093,7.78362031542604,8.29364031560686,9.01922862041203,8.52250371123448,5.9959106300983,7.92146003853044,5.09846854346352,6.310075511212,7.31521908068928,5.00292166529422
"ENSMUSG00000000420",10.9104824165566,10.9479836231341,10.0744673993844,11.0113880059932,11.6690131412362,12.1546243347673,11.2937937191263,12.6022434442553,11.722562769939,11.9077938635834,10.9034937683903
"ENSMUSG00000000439",8.60183086350983,8.6174961688186,8.59001532910384,8.48017546838902,8.1456236347985,8.50553613722546,8.40942528563597,8.67389662616745,8.49131297340144,8.27153300462719,8.71540138848113
"ENSMUSG00000000440",8.82574785163548,8.84045488817464,9.47601931333903,8.90563444807621,9.07528532613508,9.54499963579846,9.73194024642334,7.91444067268975,8.63985947514527,9.70627107576145,9.55730415800993
"ENSMUSG00000000441",10.3204839481555,10.5363696347208,10.1416945775482,10.8122210859473,10.5300338028918,10.9501590990518,10.549066486022,11.060280145844,10.7530882585985,10.7606403952697,10.6135445429937
"ENSMUSG00000000486",5.22062242566792,6.33269563992489,5.949881728309,5.05852522070584,6.75341926146174,8.83425898433879,8.15414422640445,7.54706629720961,9.10946766991375,7.89591408068271,9.13924811991187
"ENSMUSG00000000489",6.97223654382173,7.20451585586013,6.84539480941274,6.81193183371928,6.73807835133127,7.49421400453824,7.03554372921699,7.0672736614967,6.94898561719958,6.88310010175852,6.99614989838755
"ENSMUSG00000000530",8.67052116147986,7.9216108685402,7.116086382298,8.18636701512335,8.63644555031991,9.62084459870711,8.41223715258798,8.06034045398267,9.1535705880813,8.32486622852484,8.08720090255349
"ENSMUSG00000000531",5.98314606133106,5.90734415433166,6.13608559169723,6.21231810462778,5.90775815629124,6.30843949737486,6.52678420031932,6.06543310824116,6.63229994342745,5.98371278044735,6.80627864030156
"ENSMUSG00000000532",11.302184812728,11.2157512964544,9.87593851886598,11.1522954112055,10.8477874067099,10.2142103413755,10.5385144207425,10.665666418378,10.4473342264085,10.4073228046563,9.96586843520866
"ENSMUSG00000000538",10.6737294577911,10.5916777242301,10.024341569256,10.9262213691016,10.5792233836707,9.67533726067041,9.90748292466764,11.4365181529623,9.92514018959696,9.73333640375383,9.4456382307051
"ENSMUSG00000000544",13.9150634202563,13.7854840095988,13.4313360078381,13.7311515534812,13.9157822057933,13.7133497435934,13.8559261308605,13.8821593148008,13.6862760824488,13.8694751921591,13.9050680696852
"ENSMUSG00000000552",3.45187409437582,6.73729833032646,5.1048083782516,6.47879988113689,5.1048356003203,7.54285445016692,6.56930226954653,6.20071245656298,7.53605730454164,6.72896894330153,7.35858095558581
"ENSMUSG00000000555",10.8085774710439,10.1347716079777,10.8000725331106,9.42263204648679,9.22970342711419,10.0735730984251,9.73382194734861,8.29592954774118,9.89314961140706,9.17920157035248,9.11723574070593
"ENSMUSG00000000561",9.43697662475311,9.66993460996023,9.39345705038686,9.36298070058493,9.84178417047647,10.1198809003321,10.0145258098073,9.62757555872738,9.77702464764988,10.0879638744199,9.42248805788669
"ENSMUSG00000000562",4.01707328205768,4.48343173178531,4.42117985817826,3.99272027935533,3.45187409437582,5.15651266813977,4.32236449745935,4.49425035396921,5.06400279235851,4.22713566788338,5.41372342273939
"ENSMUSG00000000563",12.695896922658,12.7794218230811,13.4835443109011,12.6796693953103,12.8255743917521,12.4989172141126,12.7382253509748,12.74921523193,12.6540745334392,13.1002612975458,13.5954802193949
"ENSMUSG00000000567",9.80386884326088,9.95965421861925,10.3612268484702,9.79008868604814,9.10353439850904,9.52468591017048,9.29252378361049,8.42938191476052,8.55933419878325,8.6340332926541,8.18194777865899
"ENSMUSG00000000568",10.5262452437041,11.1071306245899,11.177848228511,10.5846844606957,11.0662861867815,11.2375870728691,11.2641663105179,11.4016231662899,11.1472192573773,11.3355731485769,10.4669661866924
"ENSMUSG00000000579",4.86078966310284,4.79218279856044,4.86332095589063,4.73154216997347,4.52136384417245,3.45187409437582,4.25605137067209,5.62187322902477,4.58917670546468,5.50420934065133,4.98810065967536
"ENSMUSG00000000581",9.55717926474003,9.84987353155538,10.1619587766328,9.748954598702,9.83671622060139,9.27917606584271,9.75473557459662,10.0587933314901,9.9388475790589,10.0337381229286,10.4709238411685
"ENSMUSG00000000594",10.0777207422943,9.79419478631185,9.86349930402295,9.32991811479444,9.7072597060029,10.6654419619735,10.1881462553502,9.51931447083963,10.9417161036989,9.99078699452188,10.7113702571326
"ENSMUSG00000000600",8.21155218160564,8.25732722875661,8.23096882124496,8.76164633962551,8.90087758002638,8.38378997777099,8.58527205076643,8.83996808297885,8.71870065956976,8.76098490486824,8.44200946625954
"ENSMUSG00000000605",10.8473842626678,10.6748538732288,10.9006805917935,10.5811731121839,10.3359394799679,10.4857446945848,10.4330585930301,10.106828535029,10.2944553466593,10.4412148701233,10.2713007762646
"ENSMUSG00000000627",4.53772005303437,4.50085916190975,4.84918715927402,4.70098082653187,6.05281422550961,8.08820298595966,5.01091801599344,4.74393624776784,5.262071305267,4.83085725606187,4.99426361979829
"ENSMUSG00000000628",12.0341229175599,12.0913874789702,12.5865779686067,11.04262112584,12.9739094863158,13.4525067393903,12.0493164186556,10.5319051534646,12.657745810273,13.2846135608383,12.5053855273406
"ENSMUSG00000000631",12.2296804340778,12.0598423515458,10.5460166404481,11.7280452741934,12.3481487680773,12.0971470073655,11.5450111708673,12.4604461967884,11.7925204511361,11.8321024375122,10.7325438159024
"ENSMUSG00000000632",4.40809274543539,4.5190275818775,5.5307213634042,5.60660747525627,5.44009073142061,4.79786892409579,4.44977394879902,4.48664114982864,4.08562550475961,4.09825545046772,3.45187409437582
"ENSMUSG00000000673",3.45187409437582,3.45187409437582,4.25437002920465,4.11255204108628,3.45187409437582,3.45187409437582,3.45187409437582,4.13865418201678,4.66943563528505,4.56521747966841,5.088353184001
"ENSMUSG00000000682",6.49913257648681,7.20518825667883,7.70986810520155,6.48857431839913,8.2281874626876,10.0993412579231,9.12076278735263,8.09238532229044,10.7363789600257,9.62587733676545,11.4894681712314
"ENSMUSG00000000686",4.69904880369997,4.94672777313576,4.67765055687377,5.17332760289444,5.14804082206552,6.1509657879751,5.63253885103195,5.56615375065484,6.22869554267337,5.85717052349895,6.01806333111277
"ENSMUSG00000000690",4.90315552123125,4.8409918513701,5.66418045877167,5.19534045100294,4.5907830599585,5.15053050986875,4.53039411544782,7.70349256291595,4.49771527852403,4.65433969773134,5.08031034709281
"ENSMUSG00000000693",6.13200645202171,5.85937251980214,5.94496362740404,5.85465961791476,6.47187389247009,7.69692097934908,6.17421541048847,5.72624786070634,6.50499426077864,6.08674500033385,5.84375921090637
"ENSMUSG00000000706",4.91843928955685,5.99779460220227,4.43392196924288,5.73106540799328,5.65639872426244,5.15244593142733,5.10697948445179,4.12541062115613,5.16963107937563,5.32329890586063,4.71758085147083
"ENSMUSG00000000708",9.84916452390553,10.0463266649453,9.12605669514883,10.2097443086299,10.322061604102,9.7940040651892,10.0472052116367,10.3623236104396,9.99745985350179,10.1883445838046,9.20870863371643
"ENSMUSG00000000711",11.3056056457904,11.0618625521027,10.5269686636297,11.1354902142012,10.7587697227408,10.5992652801327,10.7828416558987,10.9782768966621,10.6108021562624,10.5891781971854,10.6560791031011
"ENSMUSG00000000730",4.1191693376442,4.15383258300593,3.45187409437582,3.91795574952651,4.57436526644857,5.72799731987485,4.17682723700559,4.18065106224457,4.43839778487064,4.90880684746109,5.25696028091612
"ENSMUSG00000000731",3.45187409437582,3.45187409437582,4.24822911870813,3.99614875349125,3.73768975223417,3.45187409437582,3.83478366101877,3.45187409437582,4.23408235429193,3.86774687082838,4.03143121787269
"ENSMUSG00000000732",7.92062627693099,7.68030989103519,7.33515509077578,7.67353859571018,7.92925843709456,7.7815129882942,7.79286252924131,7.37197909470078,8.00142351578161,7.44647930630071,8.26791521690511
"ENSMUSG00000000738",10.3332267904321,10.3855335029733,10.5941389535952,10.8316317320063,10.5172414721345,10.2093155348241,10.3923857942864,10.5025636859703,10.2583349590828,10.3000586516076,10.3961449854175
"ENSMUSG00000000739",4.84927477229311,4.83971571822117,5.70345050160533,4.94040980544549,4.58122784775755,5.124780808253,5.07664062706874,5.28894016604229,4.84846422867461,5.36310676263067,5.40663513157033
"ENSMUSG00000000740",12.2336899259811,12.0678374856704,13.208859979398,11.4875199587729,11.3841909534535,11.6592017621537,11.6674267088784,11.6627903139159,11.494601444758,11.7096426680584,12.7080543952002
"ENSMUSG00000000743",12.29900910808,11.8947248270946,12.1119905481496,11.9339463809924,11.7539005210949,11.7269590435073,12.0130133828557,12.2752400272843,11.7888726844704,11.8521533920671,12.759903304448
"ENSMUSG00000000751",9.62156516854724,10.5481489360928,9.5326180562694,9.82211100570398,10.3647594714023,10.3217420319489,10.1779606273319,9.78339968779397,10.6138375526139,10.5185064432442,10.3306952458667
"ENSMUSG00000000753",6.44260288278817,5.82724087108685,6.21493771953643,5.83477042852888,6.54135036408541,8.06616274638212,5.8147863091004,5.61787429150833,7.09630858968584,6.66232203574098,6.31492401624716
"ENSMUSG00000000759",8.6791893293879,8.28212060535259,8.64609947257207,8.7677764152216,9.66131959225187,8.4653632911164,8.79877593141623,9.40123573354038,9.42608125237468,8.85070383334932,8.90547481126967
"ENSMUSG00000000766",3.97455264835297,3.93046138851746,3.45187409437582,3.45187409437582,3.98332176765073,4.23478982810616,3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582
"ENSMUSG00000000776",7.42568749324491,7.74252101093117,8.03307696111099,7.89623057630428,8.0235533881654,8.07963130074723,8.21409330771782,7.51990430807009,7.9105947506088,8.24679654343408,7.79868438625487
"ENSMUSG00000000782",7.02752386144837,7.18650055096363,6.97406905358186,6.36535314121781,7.08462831291308,8.1746971511792,8.00954027236966,7.65125456299622,8.12302056722854,7.63678218627085,7.45570296286679
"ENSMUSG00000000787",12.9673885994908,12.8990105486782,12.1945541216265,12.8203377182517,13.2625445660971,13.0925012270777,12.9887234109862,13.232407557137,12.8534839355948,12.8361724906595,11.4673212497487
"ENSMUSG00000000791",3.45187409437582,3.45187409437582,3.45187409437582,4.2134935278476,4.92075292410087,3.45187409437582,6.55753777023311,6.09181039323201,7.78533778212131,6.97793174247704,7.69308897558627
"ENSMUSG00000000792",4.71083642242482,4.53959863918108,4.68433498583255,4.20299600281684,4.39211295604226,4.68287877069656,3.98165315759813,4.41531150203166,4.85821865726749,4.59560291669832,5.05150137058544
"ENSMUSG00000000794",7.23124204088696,7.21293454549632,6.8999779886885,7.1502076650896,6.85790775258622,6.48116997487239,6.5061090231111,6.16038964978263,5.87009055468046,5.79903676315582,5.02178358074297
"ENSMUSG00000000804",9.64215859298762,9.92576126277928,8.63039024666189,9.86213455339983,9.56781662005959,9.61749045670703,9.95129839602915,10.7428415907705,9.50901499505201,9.59776652947545,8.07888014830019
"ENSMUSG00000000805",15.0831505813186,14.7718474835478,15.667849059921,14.1719002697085,13.6901316603175,10.5059927697727,13.3910934673747,12.1658409967998,12.4315515193565,12.7891753825283,13.6122420414033
"ENSMUSG00000000811",7.86308007714075,7.61658560575423,8.06926320364111,7.67874646707174,7.38409115311833,7.606139533006,7.61283316458785,7.47448888511526,6.96412913058053,7.07510046779076,6.85744159692389
"ENSMUSG00000000817",3.45187409437582,4.24439770803101,4.2347577315888,3.45187409437582,4.90143939769066,5.86145776498467,5.7133218517456,6.39495794016248,7.02014806057404,5.4992636730314,6.88648403926382
"ENSMUSG00000000823",8.28011941853754,8.77967176410615,7.98465236434383,8.08022412918585,8.61974846541002,6.94751062365666,8.6735625535667,7.0325102921034,8.89794124705413,7.85303577342652,7.12242112652924
"ENSMUSG00000000826",11.9509509333765,11.4509743342898,10.47612558404,11.6866076075152,11.6544961471045,11.6394214247617,11.6862661684997,11.6020937614566,11.6450634211367,11.3230869781162,10.8771220409613
"ENSMUSG00000000827",10.0442641005893,9.80172170466997,10.2958967229682,10.0015721549386,9.7473855955115,9.79395160630942,10.0538344792149,9.84549112230522,10.1452438677481,10.0036634060013,10.9267070433799
"ENSMUSG00000000838",9.87814491007651,10.0714601514948,10.2371353581183,10.4283307266535,10.7278290267483,10.1613906418025,10.2943125785093,10.5898278686942,10.3372987508518,10.5549031612795,9.53760087411737
"ENSMUSG00000000861",7.0057999271518,6.87286728091278,7.72873374974083,6.94081252788857,7.54449288604148,7.34301905549306,7.48004520061235,7.39556518118174,7.22188592608648,7.64713147923036,7.23005406242137
"ENSMUSG00000000869",3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,3.45187409437582,4.47103254842988,3.98403155408549,3.95396192348136,4.13194701785769,3.96586244009724,3.8608545296307
"ENSMUSG00000000876",9.01896188865596,8.86072847969765,9.37028399638077,8.88652424730472,8.46389008354885,8.24961041387581,8.43862151174135,8.99221167469703,8.51817163698548,8.40038502412391,8.75388482740409
