"","NI_V_1","NI_V_2","NI_V_4","NI_V_6","NI_V_7","I_V_1","I_V_2","I_V_4","I_V_5","I_V_6"
"ENSMUSG00000000125",4.48816736767531,4.29957730805666,4.62971120457252,4.40945246434125,3.94918846813091,3.94918846813091,4.40502353551358,3.94918846813091,4.38119494234012,4.30656311501825
"ENSMUSG00000000126",5.34383424764322,5.08890422310099,5.63704635247534,5.2193983403494,5.17133054846447,5.29821521788902,5.34060835620738,5.2073143656539,5.0616569190389,5.28441665737593
"ENSMUSG00000000127",8.36837171260649,8.4389288516433,8.29577363815354,8.34659455812003,8.49428320222561,8.26137753204996,8.36662681441183,8.25515670090192,8.57449367868508,8.47159409169225
"ENSMUSG00000000131",10.0319739235205,10.0958720233557,9.09133951206206,10.0499024036863,10.1790394632289,10.6760763513001,10.2673053367923,10.3154694549597,10.078747661089,9.57042092963714
"ENSMUSG00000000134",9.56094959759579,9.2488395557786,8.35905684971604,8.95344007680016,9.24534434408518,9.32611298954691,9.29317074233945,9.72345659233307,9.44596613751594,8.73025383561517
"ENSMUSG00000000142",8.93318199911625,9.57654390210875,8.59012226102698,9.52764288113277,9.39819152604999,9.1713668399551,9.48769864768386,8.5974526874801,8.4369173743709,7.80422194242742
"ENSMUSG00000000148",8.29136450636562,7.9122495747818,8.0463137900011,8.10385025758017,7.87900549485432,8.23301185899637,7.8166126836275,7.87286825200563,7.75059220108042,7.73166756319403
"ENSMUSG00000000149",9.38618123991709,9.32550361927329,9.108776901319,9.15334390892638,8.85152889913518,9.49536299009252,9.30182363293437,9.29501692756999,8.9971710448819,9.27002102266239
"ENSMUSG00000000154",10.4071930250767,10.3887534336716,10.7902312877638,10.1854278509814,10.17429795011,9.67039586723897,10.0535133461438,9.70599988140665,9.70609149793265,10.0094344746093
"ENSMUSG00000000157",3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,4.2524732751481,5.05587178725952,3.94918846813091,4.97569176547291,4.50099173046215,5.92020819494641
"ENSMUSG00000000159",9.45671144257214,10.1204850750043,10.4406024062568,9.98586598206276,10.4320219112186,9.51083509719642,10.1320621080202,10.4317959893095,10.5514805678483,11.455604568942
"ENSMUSG00000000167",5.3804248403014,5.30877695616721,5.57610608436676,5.26581049247811,5.73276186272716,5.64463646526882,6.08551202394696,6.02563139930677,6.07876785021493,6.42227471850914
"ENSMUSG00000000168",10.8269262550396,10.9427454008751,10.7644238839789,11.0335754558196,11.2149736385667,10.768092505512,11.1021061179759,11.1307836257357,11.3181116947859,10.8384872549851
"ENSMUSG00000000171",12.8521685100819,12.8273305001193,13.3440400450676,12.3702245207673,12.4566168237706,12.4094209124042,12.5287254952095,12.5508489440655,12.7894603563079,13.448165027912
"ENSMUSG00000000182",3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,4.82050933151302,4.27617371398398,4.28680995468594,4.3819038135929,4.56648787502371
"ENSMUSG00000000184",12.7418948291484,12.7447081848815,12.5322855429215,12.2905043410753,12.6719808588859,12.4562018305634,12.5143356563726,11.7105806464345,11.5389309487661,11.5045879596449
"ENSMUSG00000000194",10.713611420077,10.7063777974942,9.83928432640253,10.680044675961,10.6966256172072,10.8286671224688,10.4212795808772,10.5395100002783,10.5303040952683,10.4892467975291
"ENSMUSG00000000197",4.77475735806641,5.31175384569262,6.1509010384666,5.61435961777217,4.90134676297673,4.56749186770411,5.10916412746992,4.43631048584434,4.92925304340031,3.94918846813091
"ENSMUSG00000000202",4.59018550774948,3.94918846813091,4.73830155239477,3.94918846813091,4.74255719857665,3.94918846813091,4.68669619141927,4.48100157056193,4.58921553479771,5.06455917552679
"ENSMUSG00000000204",5.41288405904827,6.4463335336413,9.07931132839888,9.66653661945397,9.36496633831956,8.48539586054108,9.33328271573469,8.61827902674424,9.62496693334738,9.8150403832677
"ENSMUSG00000000214",4.49282586561012,4.55628694064456,4.78154330967559,4.50777180303662,4.35156099903326,3.94918846813091,4.47633088855999,3.94918846813091,3.94918846813091,4.52920615002102
"ENSMUSG00000000216",9.66312823402932,7.48970157485146,8.5501720119184,7.76542442464769,8.20650544427878,8.04294224232564,7.68819258521492,7.46236354916182,6.05188481120493,7.84270337827587
"ENSMUSG00000000223",5.13036587793068,5.35067401334515,5.35813562575488,5.1795065184926,5.70890191564554,5.1228545600516,5.36496317486406,5.73914372040534,5.7150652087946,4.99988991886353
"ENSMUSG00000000244",4.63581988892729,4.66730081654821,4.92838576196175,3.94918846813091,5.25248734135565,5.78206062734043,5.52243637405746,6.17303751275615,5.72513754813066,6.44767483420218
"ENSMUSG00000000247",5.50944752750201,3.94918846813091,4.3091616398351,4.23336671160422,4.24058353986252,3.94918846813091,3.94918846813091,5.34808138005604,4.3544974510525,4.54288756754755
"ENSMUSG00000000248",3.94918846813091,3.94918846813091,3.94918846813091,4.22182605859392,4.43210195305119,4.45108715336007,4.41586086571827,5.03268998876627,4.4628572967947,4.44075541195219
"ENSMUSG00000000253",9.33839247170848,8.85708681672959,9.12008968153539,9.1138111027632,8.0751950348152,7.41505379578605,8.53250892901959,7.35513870874896,7.35393959542712,7.74386901444521
"ENSMUSG00000000266",10.0164962981509,9.99797255298218,9.43959556208324,9.89871471272277,10.3099886701635,9.53755257828153,9.68164602567846,9.55209119188844,9.74128489323845,8.41041209546683
"ENSMUSG00000000275",11.2243895709418,10.9649663024269,10.960274346528,11.8467813487218,11.8164308408221,11.5944749356903,11.2056916849797,11.2118011045613,11.2467328226478,10.7502775413708
"ENSMUSG00000000276",6.87807293115535,7.32876533471225,7.03751108499566,7.31399621200706,7.4208272883339,7.0216327742763,7.53501746449202,7.43132535255733,7.23783779452548,6.43106840079115
"ENSMUSG00000000278",9.21704606244495,9.6823819063256,9.43914003956447,9.16824817349369,10.0845563610411,10.5909734737235,10.056007321359,10.6812624588635,10.2617326414793,10.4307962548012
"ENSMUSG00000000282",8.73287823291962,8.56241070752571,7.68485430195237,8.77762488165534,9.30115014083358,9.24673198974195,8.97179590635944,8.80474300097153,8.33734625555398,7.99721548394871
"ENSMUSG00000000290",6.62631441152558,7.40469526806983,7.41676242917156,6.62774045725128,8.83402795972691,10.8452130847954,10.1986428875902,11.7556746911873,10.4890710567317,11.0295385739779
"ENSMUSG00000000295",7.45371282106119,8.03455462989585,8.6482774396339,7.73564106033814,7.90281051703589,8.01906080160163,8.10076125511945,8.2706077718798,8.6268424645718,9.13340875905483
"ENSMUSG00000000296",3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,4.73899768843279,3.94918846813091,3.94918846813091,5.35913641172626
"ENSMUSG00000000301",5.96295600919722,6.2630808705186,6.67636797772113,5.88219580437866,6.29681651713932,6.6997128825822,6.56839323229478,6.54640168775894,7.06923257391974,7.27584004928102
"ENSMUSG00000000303",14.6308501496264,14.315526574455,13.7923141014561,14.1605573798702,14.1037154124323,14.364196705584,13.8408772743289,13.6447608892799,13.84383490837,13.11467922386
"ENSMUSG00000000305",5.28218970695791,4.97455480495987,5.27996730390436,5.08759312634587,5.89053294884775,4.8988597328175,4.52371520139273,4.46530787610361,4.49078250621157,4.39755423859235
"ENSMUSG00000000308",15.477951932905,15.3936440908443,16.2815175370483,14.8356379297502,14.8770013011927,13.9134500471047,14.3289358679702,13.570008106034,13.9241409157448,14.1405375070465
"ENSMUSG00000000317",5.46015971403239,5.45348296842151,5.39718850921574,5.64839320014241,5.84003261082894,6.15134989392532,5.63883235475513,5.47418706350295,5.27703273032366,5.43384158855872
"ENSMUSG00000000318",4.97997648489136,5.83924281005323,5.92082210922734,5.81208088605382,6.24896246700525,7.32010151404644,5.91278286850596,7.06948276831484,5.64690855470527,7.46291046910415
"ENSMUSG00000000320",5.01859117538516,5.26269436090586,5.07285779470582,5.31492337004535,5.86922276896942,6.4768263844524,5.86585391330658,5.79466235234332,5.14858463910084,5.88013245783991
"ENSMUSG00000000325",7.91962564880866,7.23329960683999,7.3635874263646,7.21509677802046,7.02880826010565,6.38719842031274,6.99764198701639,6.05229453019356,6.52236744171369,7.12216618467496
"ENSMUSG00000000326",11.1281680953164,10.9253398628719,10.7746844881177,10.643183511915,10.6632127518358,10.464994711587,10.7019639578915,10.5766447411056,10.640539911035,10.967025558252
"ENSMUSG00000000339",9.00558696537068,9.33167601444733,9.50852312645482,9.12047732811022,9.24403166323696,9.16443925636183,9.28327145088685,9.5758777788275,9.37043742377608,9.90205560347958
"ENSMUSG00000000340",9.33427153502232,9.59428160008885,9.40089326293763,9.55737994163346,9.46318967640163,8.99890475007395,9.11314109452241,8.76065564014148,8.99497438856053,8.42428872372885
"ENSMUSG00000000346",12.486365966384,12.3658895177857,13.1150799870411,12.2686834053431,12.2814620233296,12.3312590859808,12.3101468102203,12.2220388170701,12.3032534482123,12.6439450679822
"ENSMUSG00000000355",8.29013720606209,8.41679406722913,9.03182623255475,8.15121713130609,8.43091956699058,8.16803000078561,8.41921061706207,8.7651154183906,8.74459414464473,9.44574434917359
"ENSMUSG00000000359",5.85330190868445,5.66690490594406,5.73664047822049,5.92228036605919,5.42083795021408,5.57894636420466,5.55854658989008,5.53220694182427,6.11681779559952,5.62162881194934
"ENSMUSG00000000365",4.69411061913302,3.94918846813091,4.6942622049557,3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,4.65559004442902,3.94918846813091,3.94918846813091
"ENSMUSG00000000374",11.1931317995569,11.4669261092172,10.5811787032886,11.1466297684618,11.4569010091952,11.272657093933,11.2783860591124,11.1368709240594,11.0879294090021,10.7466933899745
"ENSMUSG00000000378",9.05531233067102,8.84824233507744,9.03189958807798,9.0042956135786,9.08846958003698,9.54502685695154,9.24752166768656,9.48902628853743,9.43847482956384,9.80546826832636
"ENSMUSG00000000384",10.3925410818119,10.358997749082,9.82078666711781,10.0135300370796,10.4478776289364,9.97834165111287,10.6961804339128,10.568757769673,10.5004146961346,9.88447397152568
"ENSMUSG00000000385",13.7889163392027,13.640171959703,13.5725190477929,13.4581146611618,13.7153677883087,13.1345925113658,13.4291626810155,13.3112514920783,13.4144452544568,13.6958071384718
"ENSMUSG00000000386",4.90303170527069,5.28194609885548,6.22192316280122,6.18778469200374,6.23514017669048,4.8488166471512,6.19162675902099,6.1053699027549,6.15230951533821,6.53961106078391
"ENSMUSG00000000392",5.57039951731362,5.29966192531295,6.63094907671051,5.36520131844434,6.11862205935894,5.69489208416917,6.01821799676911,6.26314677386373,5.5774792076774,5.93605494059543
"ENSMUSG00000000394",9.88277873847325,9.69140327505545,9.59372419137829,10.4295446675491,9.57261575928769,8.1256007941027,9.78515532609153,8.22894871981497,9.70231366780135,8.17578256612464
"ENSMUSG00000000399",10.896440534419,10.8233423421708,10.8870843862163,10.6786402603492,10.9151568901911,10.4838491858432,10.6254494358834,10.7498062717242,10.7769973036063,11.1124517245332
"ENSMUSG00000000402",4.4796713672078,4.29322321348254,4.48916203373586,4.41882106956257,5.05702806338741,4.82577175071722,4.96926162631058,3.94918846813091,3.94918846813091,4.87660381913817
"ENSMUSG00000000409",5.69334592243023,6.03770551435123,5.95807884682453,6.17637634376114,8.05402371540879,9.29799301695172,9.06894717320303,10.2634225649828,8.77111197765171,10.0553745935
"ENSMUSG00000000416",9.04785496449519,7.799314594854,8.28905629120767,8.99727237921678,8.51538912700332,6.12806911414873,7.92853648725861,6.41246030688238,7.34892354109125,5.25160052001976
"ENSMUSG00000000420",10.9615862023327,11.0031632830118,10.1308683031405,11.0620590829893,11.7222265166225,12.2060750215933,11.3438349263406,11.7733186582932,11.9567733438967,10.9564557217369
"ENSMUSG00000000439",8.66039515653192,8.67973147757431,8.64945275358767,8.54121992296134,8.21880860209575,8.56959009003705,8.47235123173816,8.55420794926619,8.33816379489822,8.77352287300544
"ENSMUSG00000000440",8.88239919473037,8.90087927408672,9.5242642543646,8.96092444737409,9.13233706325993,9.59549826974615,9.77720973089099,8.70196145252369,9.75229401639156,9.6057894371562
"ENSMUSG00000000441",10.3820759137504,10.6009606966769,10.2051008812396,10.8712648545776,10.5949456652273,11.0124279440972,10.6097062490089,10.8146211277317,10.8207840877965,10.6753601911971
"ENSMUSG00000000486",5.47050305358418,6.48047319187529,6.12606851347295,5.32754842417048,6.8734827326828,8.88066313629121,8.21224962841326,9.14997299502581,7.96204554355905,9.17896329978169
"ENSMUSG00000000489",7.08926799912149,7.31379403491921,6.96975136600842,6.93759367669075,6.87152091887894,7.59104007742116,7.14962032127858,7.0690010753159,7.00552604244159,7.11343742091924
"ENSMUSG00000000530",8.69909489209135,7.97350071068243,7.19821317246249,8.22647824100256,8.66997374960644,9.63858524747276,8.44684447807416,9.17577894634548,8.36211241347976,8.13183515291561
"ENSMUSG00000000531",6.16617411252745,6.09954074492668,6.30717906374707,6.37705381002186,6.10010517038618,6.46876327573513,6.6696555140667,6.7699110917924,6.16724678051074,6.9333579768336
"ENSMUSG00000000532",11.3378235968502,11.2559190519943,9.92009987712676,11.1884175817604,10.8896769352536,10.2588319346345,10.5777450709582,10.4889469725397,10.4478222653011,10.0104173934313
"ENSMUSG00000000538",10.7058661538211,10.6284527888727,10.0612935889341,10.9571466243886,10.6163532174311,9.71839891982229,9.94504237067066,9.96439888192422,9.77297847691808,9.48926870784121
"ENSMUSG00000000544",13.9442835739605,13.8190609527431,13.4615549486942,13.7604461442201,13.9495793525038,13.7464966783451,13.8855069660963,13.7178611208594,13.8995752949804,13.9361480444195
"ENSMUSG00000000552",3.94918846813091,6.87059652280372,5.37604596790828,6.62494951781183,5.37785527381022,7.63788462094008,6.7098201775873,7.62998732032963,6.86012081456166,7.45920280575146
"ENSMUSG00000000555",10.8475386642829,10.1818008110776,10.8397498686038,9.4720024978415,9.28584452205391,10.1205847247948,9.78029301148675,9.94004964786458,9.23246488209734,9.17230333531124
"ENSMUSG00000000561",9.48349836333794,9.71810717189901,9.44114619991897,9.41034521750195,9.88865533589093,10.1637955457126,10.0558410097325,9.82219972415596,10.129231184985,9.47095630948166
"ENSMUSG00000000562",4.420727885547,4.81481568302374,4.76101223214944,4.40033241672168,3.94918846813091,5.39352689709869,4.67739579020549,5.31232381014098,4.59725392387292,5.61808764696703
"ENSMUSG00000000563",12.7252535594929,12.8129499097586,13.5128205348969,12.7090146887121,12.8593416448413,12.5323382870502,12.7678564302254,12.6857097370565,13.1300258633419,13.6258439579538
"ENSMUSG00000000567",9.84775084480891,10.0063693753366,10.4015947511616,9.834064290542,9.15978424929504,9.57499619702966,9.34220075821385,8.62262895184862,8.69457600987357,8.25349738236604
"ENSMUSG00000000568",10.5708444838438,11.1533456528466,11.2202550267757,10.6289396229703,11.1129416870675,11.2828796734827,11.3059242094513,11.1912605672847,11.3776230217819,10.5137145752835
"ENSMUSG00000000579",5.15202788349524,5.09398889645448,5.15450398056165,5.03975537819071,4.85970651985189,3.94918846813091,4.63102651048286,4.91743579641798,5.72001688051995,5.26393850591025
"ENSMUSG00000000581",9.62936803913689,9.92358472347547,10.2298874024955,9.81932820980161,9.91081864405549,9.35803102582115,9.8254074634305,10.0098661036339,10.1027137864768,10.538156646801
"ENSMUSG00000000594",10.1187209355209,9.84168907315812,9.90689586782557,9.37816725168971,9.75584136094534,10.706547197357,10.2286677420558,10.9800035990298,10.0332908497756,10.7503244078632
"ENSMUSG00000000600",8.28049354581917,8.3290275487498,8.30004734658838,8.81881198995791,8.96000704861874,8.4521025721562,8.64610299253313,8.77875659711614,8.81899220634508,8.50723736079075
"ENSMUSG00000000605",10.8839969630347,10.7164970050064,10.937737955078,10.6190555379117,10.3797596896497,10.5279239855074,10.4721263979252,10.3362424418423,10.4807513341333,10.3128700390031
"ENSMUSG00000000627",4.8615426621525,4.8314535758801,5.12848331326784,5.00092417733079,6.19566888096442,8.11424481522407,5.26812226460504,5.48803579914338,5.11276215877744,5.25433297520106
"ENSMUSG00000000628",12.0696677549373,12.1310847639239,12.6219044941736,11.0809268636049,13.012662789744,13.4900789986239,12.0851577872962,12.6945185554012,13.3193638123326,12.5419872941172
"ENSMUSG00000000631",12.2611564863228,12.095893149974,10.5836628023476,11.760528874464,12.3839872901674,12.1326554801478,11.5783295408769,11.8270978888807,11.8652213393428,10.7703788895083
"ENSMUSG00000000632",4.74908641482454,4.84432741169887,5.71954200765584,5.78646277397374,5.64149670382344,5.08225856819285,4.7844388073417,4.47814174095122,4.48848043484915,3.94918846813091
"ENSMUSG00000000673",3.94918846813091,3.94918846813091,4.63511140251143,4.51313607203193,3.94918846813091,3.94918846813091,3.94918846813091,4.99487605011964,4.903774391292,5.36246578250443
"ENSMUSG00000000682",6.64278888323266,7.31316155545514,7.79486727811346,6.63290819245228,8.30153164372807,10.1450477466459,9.17324419095531,10.7767469141195,9.67280323132035,11.5266532527042
"ENSMUSG00000000686",5.0196452711586,5.23823601426771,5.00124436148504,5.43652510398007,5.41627145690449,6.3235406203959,5.84781878692561,6.39429502562835,6.0520578200936,6.19990646762698
"ENSMUSG00000000690",5.19654897036683,5.14378609524921,5.87433634278345,5.4541659443545,4.9256712955109,5.41626780886637,4.87195263560313,4.84424829703882,4.97965119504511,5.35324349118646
"ENSMUSG00000000693",6.29019743648154,6.04390810891303,6.11954207226522,6.03694651970138,6.60764685725627,7.76951691267464,6.32920763266663,6.63677614457409,6.2492443967852,6.02821916001056
"ENSMUSG00000000706",5.20874830364157,6.17842271043504,4.78782624316002,5.93270654484223,5.86786278199371,5.41658920288253,5.37476781614247,5.43106365828275,5.56689139959695,5.03399455854451
"ENSMUSG00000000708",9.90979205205571,10.1095849999178,9.19509084498663,10.2676646037264,10.3837851506976,9.85879375826303,10.1066027806287,10.0590795859395,10.2472725806678,9.27777275673706
"ENSMUSG00000000711",11.3388477979512,11.1002056714019,10.5642504957818,11.1692915552889,10.7986902775994,10.6392240786026,10.8184643171183,10.6491483566915,10.6262860659564,10.6938217320182
"ENSMUSG00000000730",4.50967968375417,4.53982255958174,3.94918846813091,4.34014661181109,4.89780674466291,5.90868284047867,4.55845966844147,4.78093077905984,5.18455169181203,5.48890330212485
"ENSMUSG00000000731",3.94918846813091,3.94918846813091,4.62895796440511,4.41282754280979,4.19276319627781,3.94918846813091,4.27514366786294,4.61715506084366,4.30331938109455,4.44330930848331
"ENSMUSG00000000732",7.99815554841025,7.76935169682947,7.43434801890644,7.75906447863152,8.0105956186454,7.86675740110995,7.87468103946661,8.07857086395033,7.54123917374856,8.3377054883985
"ENSMUSG00000000738",10.3635018880178,10.4196728652642,10.6235431693975,10.8591403596439,10.5508906744716,10.2441478007953,10.4226072556172,10.291287605235,10.3313868230943,10.4278386620559
"ENSMUSG00000000739",5.147172434396,5.14049941512799,5.90659177026397,5.22691572344548,4.91558153620669,5.39089922953132,5.34681822654082,5.14734236657292,5.60103544568634,5.64041567919607
"ENSMUSG00000000740",12.2696863564722,12.1083968724615,13.2443283191575,11.5251523230378,11.4266959382363,11.7001858803371,11.7049330337687,11.5344576658992,11.7475672674252,12.745208237671
"ENSMUSG00000000743",12.3346269540613,11.9353641129352,12.1486191959911,11.9702115751429,11.795147347847,11.7675081492702,12.049474727726,11.8277071698187,11.8894770298167,12.7967248417495
"ENSMUSG00000000751",9.67469899130427,10.5986059146638,9.58732701109524,9.87334210435419,10.4165373709561,10.3730304971747,10.2267810772663,10.6619363551622,10.5657553114719,10.3800136438212
"ENSMUSG00000000753",6.6243846611793,6.05504757108805,6.41183533465832,6.05927972458865,6.72068191331566,8.18544894785131,6.04112814601259,7.24611202417438,6.83209357711931,6.50603739920669
"ENSMUSG00000000759",8.78333726486447,8.39768358190882,8.75144377281805,8.87046460720709,9.75784089290827,8.576835461613,8.9013208233865,9.52254305559224,8.95296036263354,9.00787631173246
"ENSMUSG00000000766",4.39438018442974,4.35733024189691,3.94918846813091,3.94918846813091,4.40258625862804,4.61812344828364,3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091
"ENSMUSG00000000776",7.52167413903279,7.8306152682929,8.10913044989054,7.97564236478165,8.10335683648253,8.15720713436687,8.28502350738643,7.99157849335312,8.3173943075719,7.88281623874948
"ENSMUSG00000000782",7.14126137325055,7.29610747642562,7.09108145888367,6.51881971869506,7.19925234042135,8.24955133513779,8.08571111526627,8.19778879406903,7.72529914433738,7.55185433607074
"ENSMUSG00000000787",13.004901378966,12.9408706264125,12.2337977905487,12.8579771950545,13.3043559370894,13.1336958650447,13.0265418469084,12.8933445747458,12.874679086071,11.5093664119679
"ENSMUSG00000000791",3.94918846813091,3.94918846813091,3.94918846813091,4.60114991157019,5.21832209879421,3.94918846813091,6.70405911580637,7.87677927787255,7.1010366236557,7.78722007819289
"ENSMUSG00000000792",5.02960882665256,4.88212120440065,5.00676219982361,4.59042566264063,4.75447808769998,5.00659131498441,4.40083400782096,5.15928529963615,4.92964494403657,5.32918200890999
"ENSMUSG00000000794",7.33394787961884,7.32000514047309,7.01961430464633,7.2566258645079,6.98288753666459,6.62831708331956,6.64905271981946,6.06312850545938,5.99756259740467,5.30223284438432
"ENSMUSG00000000804",9.72673676898187,10.0121711480817,8.72858969552273,9.94483348121823,9.65749710741204,9.70597231689462,10.0336723945861,9.59699855308336,9.68357660170929,8.18965327344103
"ENSMUSG00000000805",15.1104589668831,14.8035279429941,15.6957291399485,14.1994849287928,13.7225850489901,10.5449613694834,13.4195101143743,12.4629288921679,12.8187014008359,13.6420240623765
"ENSMUSG00000000811",7.9430585539011,7.7085330293064,8.14382440153751,7.76476447388218,7.48516846513493,7.6980519869696,7.70149786441559,7.08265206361835,7.18693116816128,6.98135430591975
"ENSMUSG00000000817",3.94918846813091,4.64361459532663,4.63428033472598,3.94918846813091,5.22749627594098,6.1019966075216,5.96302342594831,7.19343354313139,5.76692060311339,7.06528553437103
"ENSMUSG00000000823",8.29018491144999,8.78175358730861,8.00438008465292,8.09620412877542,8.62550403757145,7.01727193949444,8.6741873790362,8.8957938621561,7.8774888196054,7.1805864909905
"ENSMUSG00000000826",11.9965012913537,11.5019827657235,10.5275243461179,11.7327147460372,11.7052581892765,11.6894594046089,11.7327315625773,11.6935196481528,11.3710776303426,10.9277231644335
"ENSMUSG00000000827",10.0935820899497,9.85717175685235,10.3441464884146,10.0511846553959,9.80360382290209,9.8490109383476,10.1034002107849,10.1960049534161,10.054122911547,10.9728544983855
"ENSMUSG00000000838",9.91895851674635,10.1148849259354,10.2758704158084,10.4651473288762,10.7675686416162,10.2036992806937,10.3323165996958,10.3768898659653,10.5918684612722,9.58349454532466
"ENSMUSG00000000861",7.12093099451134,6.99836672878137,7.81424645728155,7.05927924977052,7.63988737652995,7.44570377618903,7.57425795360982,7.32850270932113,7.73560081978029,7.33599346417046
"ENSMUSG00000000869",3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,4.82792453421995,4.40572970090663,4.53355108101815,4.39017857931751,4.30002718770923
"ENSMUSG00000000876",9.07609544932544,8.92438026406438,9.42338335742619,8.94569474463256,8.53521558141945,8.32507605528467,8.50657298202598,8.58620221821693,8.469658488844,8.81707559824099
"ENSMUSG00000000881",10.8198391032569,10.6527443479677,9.73119485397478,10.6558930761331,10.8438868479604,10.4765934119291,10.5130625744676,10.3943930605017,10.9083098676443,9.85230647732865
"ENSMUSG00000000884",5.53912923359028,5.88034842743524,6.50120204397109,5.60539251074374,6.89229609671284,4.59510718402352,6.67350311732934,6.02700926483741,5.81499830239302,6.47503133642989
"ENSMUSG00000000889",5.79524956769991,6.01421216962984,6.98775656741484,5.93803710051114,5.4516423746374,5.31479810281651,5.46245063561439,5.23873804260069,5.09474999734835,5.39664856248461
"ENSMUSG00000000901",5.96998256462859,4.88234229370311,6.61565709049308,6.26293074152594,5.59660614188623,6.07544894694617,6.13906370692128,4.82364244548031,5.65462121840162,6.03231455386666
"ENSMUSG00000000902",9.56705949833026,9.97033433586121,10.2241740096519,9.52979893812319,9.96405951200602,10.0980639405166,9.94595092710815,10.0701830113814,10.1931188682063,10.2870036647792
"ENSMUSG00000000903",4.44931851649248,3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,3.94918846813091,4.30273402158141,4.26766183270673,3.94918846813091
"ENSMUSG00000000915",10.1051800899971,9.90803520654878,8.93814317111416,9.94824598490772,10.6489561352789,10.8796022128123,10.9362724906002,11.2271648047882,11.1539171665901,9.82938919655723
"ENSMUSG00000000916",6.69670741201718,6.89159658347288,7.13876903512603,7.48059554117578,7.58022679945529,6.82180875410277,7.9463114790643,7.74652202260136,7.84847074456582,8.12049275520767
"ENSMUSG00000000934",7.34250345959769,7.50481854922023,7.80325452477363,7.20133308358004,7.43379211888235,7.53511974666762,7.53850885946131,7.30077626058944,7.61789812917233,7.45799558944322
"ENSMUSG00000000938",9.32998829310253,9.50351824891815,9.49956347944043,9.70886880683501,9.48968314449661,9.62453920332955,10.0158060114008,9.96605938096699,9.96201019710211,10.5737198391349
"ENSMUSG00000000942",5.25039703331855,5.05483281009431,5.75187111012392,5.17864132643527,4.87617096500396,5.27673318491096,5.32803787768029,5.02811986153426,4.91898756798977,5.22551363457712
"ENSMUSG00000000948",4.53897286636643,4.91658466008407,5.40423378937024,5.0171846298903,5.11371757510502,4.75133292972825,4.77078471409732,4.87109942651468,5.87825076862943,4.8500788529524
